Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Lambda2_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime,Regime_Label_Calc
Russia,1989,Shield,6.6,6.6,4.0,7.2,12.8,0.2469,1.1523,7.775,5.2,FRAGMENTED,Fragmented-Capable
Russia,1989,Stewards,4.0,4.2,4.6,4.0,5.6,0.1541,1.1523,7.775,5.2,FRAGMENTED,Fragmented-Capable
Russia,1990,Archive,3.6,3.6,7.2,5.2,2.6,0.1166,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Craft,4.2,5.6,5.2,4.6,6.9,0.1658,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Flow,3.8,4.2,7.2,4.2,2.9,0.1419,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Hands,4.8,3.4,7.2,5.2,3.6,0.156,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Helm,2.6,4.6,8.4,7.2,2.4,0.1388,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Lore,6.0,6.6,5.8,8.2,10.9,0.1536,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Shield,6.0,5.4,5.8,6.8,9.0,0.1861,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1990,Stewards,3.4,4.0,5.6,3.4,3.5,0.1167,0.8745,5.225,2.4,MODERATE_STRESS,Moderate Stress
Russia,1991,Archive,3.8,3.2,7.2,5.4,2.5,0.1007,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Craft,3.6,2.8,7.2,5.6,2.0,0.1231,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Flow,2.2,3.2,8.4,2.8,-1.6,0.0893,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Hands,4.0,5.0,7.4,4.8,4.0,0.1208,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Helm,4.2,2.2,8.8,5.2,0.2,0.1144,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Lore,4.6,5.6,6.4,7.0,7.3,0.1151,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Shield,3.2,4.2,8.0,5.2,2.0,0.113,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1991,Stewards,3.4,3.8,8.0,4.0,1.2,0.0886,0.6521,2.2,-1.6,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Archive,2.6,3.6,8.4,4.8,0.2,0.0748,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Craft,2.0,4.2,8.2,3.6,-0.2,0.0823,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Flow,3.4,3.6,8.4,4.2,0.7,0.094,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Hands,2.8,4.0,9.2,3.0,-0.9,0.0805,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Helm,2.6,2.4,9.2,5.0,-1.7,0.0881,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Lore,4.0,4.2,6.4,6.0,4.8,0.0951,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Shield,4.0,3.8,7.4,3.6,2.2,0.1007,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1992,Stewards,3.4,4.6,7.2,2.8,2.2,0.077,0.5456,0.912,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1993,Archive,2.8,3.0,8.0,4.4,0.0,0.0772,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Craft,2.6,4.0,8.4,4.4,0.4,0.0909,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Flow,3.0,4.6,7.6,2.4,1.2,0.0882,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Hands,2.8,3.6,8.4,2.8,-0.6,0.0846,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Helm,3.4,3.2,8.8,4.0,-0.2,0.0923,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Lore,4.6,4.2,6.6,4.4,4.4,0.0932,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Shield,4.0,3.6,7.0,3.0,2.1,0.1018,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1993,Stewards,3.2,4.8,7.6,4.6,2.7,0.082,0.5673,1.25,-0.6,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1994,Archive,3.6,2.4,7.4,3.6,0.4,0.0817,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Craft,3.4,3.8,6.8,2.6,1.7,0.0985,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Flow,2.4,3.2,7.6,3.4,-0.3,0.0904,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Hands,2.2,2.4,7.6,2.6,-1.7,0.084,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Helm,3.2,3.6,8.2,3.8,0.5,0.0951,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Lore,4.0,3.4,7.6,5.4,2.5,0.0889,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Shield,4.0,3.6,7.4,5.6,3.0,0.1124,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1994,Stewards,3.0,5.0,8.0,3.6,1.8,0.0756,0.5644,0.987,-1.7,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1995,Archive,2.4,2.6,7.4,4.6,-0.1,0.0806,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Craft,4.0,4.6,7.2,4.2,3.5,0.1121,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Flow,3.8,4.8,8.0,2.8,2.0,0.0993,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Hands,2.8,3.0,7.2,3.4,0.3,0.0993,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Helm,3.2,5.2,7.6,4.2,2.9,0.1041,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Lore,3.4,4.2,6.8,4.0,2.8,0.087,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Shield,3.6,4.4,8.2,4.4,2.0,0.1042,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1995,Stewards,3.0,5.2,7.0,3.8,3.1,0.0829,0.6018,2.062,-0.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1996,Archive,2.2,3.2,6.6,4.0,0.8,0.0771,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Craft,2.0,4.2,7.0,3.6,1.0,0.0892,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Flow,3.0,3.4,7.0,2.2,0.5,0.0898,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Hands,2.6,3.0,9.0,3.0,-1.9,0.0808,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Helm,3.0,4.6,7.6,3.8,1.9,0.0948,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Lore,4.2,4.6,7.8,5.2,3.6,0.0867,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Shield,4.2,4.6,8.0,4.8,3.2,0.1043,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1996,Stewards,3.4,4.6,7.6,3.6,2.2,0.0783,0.5564,1.413,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1997,Archive,4.8,4.8,6.8,5.0,5.3,0.1142,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Craft,4.6,4.6,7.4,3.2,3.4,0.1274,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Flow,4.2,5.2,6.4,4.2,5.1,0.1371,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Hands,4.4,4.0,6.6,2.8,3.2,0.1295,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Helm,3.2,4.2,6.2,4.0,3.2,0.1289,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Lore,3.6,3.8,7.0,5.4,3.1,0.1075,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Shield,3.8,4.4,6.2,4.0,4.0,0.1343,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1997,Stewards,4.2,4.4,6.6,4.0,4.0,0.1078,0.7843,3.913,3.1,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1998,Archive,4.2,3.8,7.4,3.6,2.4,0.0871,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Craft,3.2,3.4,7.4,3.6,1.0,0.1002,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Flow,3.0,3.2,9.2,2.2,-1.9,0.0819,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Hands,3.4,2.4,8.2,3.0,-0.9,0.0943,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Helm,3.0,4.2,8.0,3.6,1.0,0.0954,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Lore,4.6,4.0,7.4,5.6,4.0,0.0957,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Shield,3.8,4.4,5.6,3.8,4.5,0.1165,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1998,Stewards,2.8,4.2,8.6,5.0,0.9,0.0789,0.5818,1.375,-1.9,LOCAL_NODE_FAILURE,Local Node Failure
Russia,1999,Archive,4.0,4.6,7.8,4.0,2.8,0.0968,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Craft,4.0,3.2,6.8,3.6,2.2,0.1282,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Flow,4.2,3.6,7.2,4.6,2.9,0.1321,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Hands,4.0,3.8,7.0,3.0,2.3,0.1234,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Helm,4.6,3.4,7.2,5.4,3.5,0.1388,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Lore,3.8,4.2,7.0,5.8,3.9,0.1074,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Shield,5.2,4.8,7.0,4.4,5.2,0.1399,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,1999,Stewards,4.0,5.0,7.2,3.4,3.5,0.0977,0.7343,3.288,2.2,SYSTEMIC_CRISIS,Systemic Crisis
Russia,2000,Archive,5.0,5.2,5.0,4.4,7.4,0.166,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Craft,4.6,4.8,4.6,6.0,7.8,0.2233,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Flow,5.2,5.2,4.8,5.4,8.3,0.2228,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Hands,5.0,5.0,4.8,4.2,7.3,0.2119,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Helm,6.2,6.0,4.8,6.0,10.4,0.2367,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Lore,4.6,5.4,5.0,6.0,8.0,0.1717,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Shield,5.8,5.8,5.8,6.2,8.9,0.2212,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2000,Stewards,5.0,5.6,4.8,5.2,8.4,0.1725,1.2537,8.312,7.3,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Archive,4.6,5.0,4.6,5.0,7.5,0.1662,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Craft,5.2,4.6,5.8,4.8,6.4,0.2001,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Flow,4.8,6.2,5.2,5.2,8.4,0.2058,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Hands,4.8,5.0,5.4,3.4,6.1,0.1905,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Helm,6.4,6.2,5.0,7.0,11.1,0.2345,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Lore,5.6,5.4,5.0,5.4,8.7,0.1726,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Shield,5.8,6.4,5.8,6.8,9.8,0.2181,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2001,Stewards,5.0,5.8,5.4,5.0,7.9,0.162,1.2054,8.238,6.1,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Archive,5.2,5.2,4.6,4.2,7.9,0.1683,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Craft,5.0,5.2,5.6,5.2,7.2,0.2031,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Flow,5.2,5.4,5.0,5.2,8.2,0.2123,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Hands,4.8,5.0,5.4,4.0,6.4,0.1949,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Helm,6.4,5.6,5.8,5.8,9.1,0.2175,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Lore,5.0,5.0,4.6,6.4,8.6,0.1788,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Shield,6.2,5.8,6.4,6.4,8.8,0.2118,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2002,Stewards,5.4,5.6,5.2,5.6,8.6,0.1718,1.2359,8.1,6.4,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Archive,5.4,4.6,5.6,4.8,6.8,0.1648,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Craft,5.6,5.2,4.6,4.6,8.5,0.2222,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Flow,5.8,5.4,5.2,5.0,8.5,0.2194,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Hands,5.4,5.2,5.2,3.4,7.1,0.2039,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Helm,6.2,6.0,5.0,5.8,10.1,0.2309,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Lore,4.6,5.2,4.8,6.6,8.3,0.1758,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Shield,6.8,5.8,6.2,6.0,9.4,0.222,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2003,Stewards,4.8,6.6,4.8,4.6,8.9,0.1663,1.2378,8.45,6.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Archive,5.6,5.8,3.8,6.2,10.7,0.224,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Craft,5.2,5.8,4.2,6.0,9.8,0.2747,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Flow,7.0,7.0,4.2,6.4,13.0,0.2987,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Hands,6.0,6.2,3.6,5.2,11.2,0.2878,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Helm,6.8,7.4,4.0,7.0,13.7,0.3043,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Lore,4.6,5.2,5.0,6.0,7.8,0.1984,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Shield,6.2,7.2,3.6,7.4,13.5,0.3075,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2004,Stewards,6.0,6.8,4.0,4.8,11.2,0.2163,1.5528,11.363,7.8,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Archive,6.2,5.4,3.8,5.8,10.7,0.2343,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Craft,5.8,6.8,4.0,6.2,11.7,0.2948,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Flow,7.2,7.2,4.0,6.2,13.5,0.3113,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Hands,6.2,5.6,3.6,5.2,10.8,0.2983,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Helm,7.0,7.4,3.6,6.6,14.1,0.3192,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Lore,5.4,4.8,5.0,5.6,8.0,0.2098,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Shield,6.8,7.4,4.0,7.2,13.8,0.3143,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2005,Stewards,6.0,7.0,3.4,5.4,12.3,0.2351,1.6396,11.863,8.0,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Archive,5.8,6.2,3.8,6.2,11.3,0.228,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Craft,6.2,6.0,4.0,5.8,11.1,0.2919,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Flow,6.6,7.4,3.8,5.8,13.1,0.3001,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Hands,6.0,6.0,4.0,5.2,10.6,0.2845,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Helm,7.4,6.8,3.8,7.2,14.0,0.3194,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Lore,5.0,5.0,5.6,5.6,7.2,0.1944,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Shield,7.4,7.0,4.2,7.0,13.7,0.3109,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2006,Stewards,6.0,7.0,3.8,5.0,11.7,0.2222,1.5329,11.587,7.2,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Archive,6.6,6.0,4.2,5.6,11.2,0.2274,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Craft,6.2,6.6,3.8,5.8,11.9,0.2939,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Flow,7.0,7.2,4.2,6.8,13.4,0.3038,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Hands,5.6,6.2,4.0,5.0,10.3,0.2764,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Helm,7.0,7.4,4.0,6.6,13.7,0.3058,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Lore,5.4,4.8,4.4,5.8,8.7,0.2148,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Shield,6.8,6.6,4.4,7.4,12.7,0.3025,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2007,Stewards,6.0,7.4,4.0,5.0,11.9,0.2205,1.6367,11.725,8.7,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Archive,5.8,6.2,4.0,5.8,10.9,0.2112,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Craft,6.2,6.4,5.2,5.6,10.2,0.2551,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Flow,6.2,5.8,5.6,5.8,9.3,0.2506,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Hands,6.4,6.0,5.2,5.4,9.9,0.2558,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Helm,7.2,6.8,4.8,7.2,12.8,0.2822,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Lore,5.2,5.4,4.6,6.4,9.2,0.2023,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Shield,7.8,8.0,3.6,7.0,15.7,0.3063,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2008,Stewards,5.4,6.4,5.6,4.8,8.6,0.1833,1.4296,10.825,8.6,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Archive,6.6,6.2,4.2,6.4,11.8,0.2063,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Craft,5.2,5.2,5.0,5.0,7.9,0.2243,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Flow,5.6,5.8,6.2,5.2,7.8,0.2146,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Hands,5.0,4.8,6.2,4.6,5.9,0.2041,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Helm,6.8,7.4,5.4,6.8,12.2,0.2465,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Lore,5.0,5.4,4.4,6.0,9.0,0.189,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Shield,7.2,7.4,4.0,6.8,14.0,0.2701,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2009,Stewards,5.0,5.4,5.6,4.4,7.0,0.1672,1.2849,9.45,5.9,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Archive,6.2,6.2,4.0,5.6,11.2,0.2253,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Craft,5.8,6.0,4.2,5.8,10.5,0.2793,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Flow,6.0,6.8,3.6,6.0,12.2,0.2931,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Hands,6.0,6.0,3.8,5.0,10.7,0.2816,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Helm,5.6,6.8,4.0,6.6,11.7,0.2865,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Lore,4.8,6.6,4.2,6.6,10.5,0.2157,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Shield,7.2,7.4,4.2,7.0,13.9,0.3039,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2010,Stewards,6.2,5.8,3.6,5.0,10.9,0.2266,1.6323,11.45,10.5,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Archive,6.4,6.2,4.6,6.0,11.0,0.2227,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Craft,5.8,6.2,3.8,5.6,11.0,0.2873,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Flow,6.2,6.8,3.6,5.8,12.3,0.2973,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Hands,5.6,6.2,4.0,5.0,10.3,0.2764,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Helm,6.2,7.0,4.0,8.0,13.2,0.3072,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Lore,5.4,5.8,4.2,6.4,10.2,0.2211,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Shield,7.4,7.0,4.0,7.2,14.0,0.3143,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2011,Stewards,5.6,6.0,4.0,5.2,10.2,0.2178,1.64,11.525,10.2,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Archive,6.0,5.8,4.4,6.2,10.5,0.2157,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Craft,6.0,6.6,4.0,6.2,11.7,0.2809,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Flow,5.6,6.8,4.0,6.2,11.5,0.2762,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Hands,5.6,4.6,5.0,5.0,7.7,0.2515,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Helm,7.0,7.2,4.8,6.8,12.8,0.283,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Lore,5.0,4.8,5.0,5.6,7.6,0.1957,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Shield,7.4,7.0,4.4,7.2,13.6,0.2962,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2012,Stewards,5.8,6.8,3.6,5.4,11.7,0.2189,1.5156,10.887,7.6,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Archive,6.4,6.2,3.8,6.6,12.1,0.2411,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Craft,6.4,6.2,4.4,5.8,11.1,0.2892,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Flow,6.4,7.0,4.2,6.2,12.3,0.2957,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Hands,6.0,6.0,3.8,4.8,10.6,0.286,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Helm,7.0,7.0,4.0,6.6,13.3,0.309,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Lore,5.0,5.0,3.8,6.4,9.4,0.2263,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Shield,7.2,7.4,3.8,7.0,14.3,0.3176,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
Russia,2013,Stewards,5.8,7.0,3.8,5.2,11.6,0.2263,1.6918,11.837,9.4,STRAINED_COHERENT,Strained-Coherent
