Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1987,Shield,8,9,3,8,8,9.0,7,8,USA
1987,Stewards,7,7,6,8,6,7.0,9,8,USA
1988,Archive,8,8,3,8,8,9.0,5,8,USA
1988,Craft,7,7,3,8,8,9.0,5,9,USA
1988,Flow,7,7,4,9,7,8.0,6,8,USA
1988,Hands,6,7,4,5,7,8.0,6,8,USA
1988,Helm,8,8,4,7,7,8.0,6,8,USA
1988,Lore,8,8,3,9,7,8.0,6,8,USA
1988,Shield,8,9,3,8,8,9.0,6,8,USA
1988,Stewards,8,8,4,8,7,8.0,6,8,USA
1989,Archive,8,8,3,8,8,9.0,4,9,USA
1989,Craft,7,7,3,8,8,9.0,4,9,USA
1989,Flow,7,7,4,9,7,8.0,5,8,USA
1989,Hands,6,7,4,5,7,8.0,5,8,USA
1989,Helm,8,8,3,8,7,8.0,5,8,USA
1989,Lore,8,8,3,9,8,8.0,5,9,USA
1989,Shield,8,9,3,8,8,9.0,5,8,USA
1989,Stewards,8,8,4,8,7,8.0,5,8,USA
1990,Archive,8,8,3,8,8,9.0,4,9,USA
1990,Craft,7,7,4,8,8,9.0,4,9,USA
1990,Flow,6,7,5,9,7,8.0,6,8,USA
1990,Hands,6,6,5,5,7,8.0,6,8,USA
1990,Helm,7,8,4,8,7,8.0,6,8,USA
1990,Lore,8,8,3,9,8,8.0,5,9,USA
1990,Shield,9,9,3,8,9,9.0,5,9,USA
1990,Stewards,7,7,5,8,7,8.0,6,8,USA
1991,Archive,8,8,3,8,8,9.0,4,9,USA
1991,Craft,7,7,4,8,8,9.0,4,9,USA
1991,Flow,6,6,6,9,8,9.0,5,8,USA
1991,Hands,5,6,6,5,7,8.0,5,8,USA
1991,Helm,8,8,3,8,8,9.0,5,8,USA
1991,Lore,8,8,3,9,8,9.0,4,9,USA
1991,Shield,9,9,3,8,9,10.0,4,9,USA
1991,Stewards,6,7,6,8,8,9.0,5,8,USA
1992,Archive,8,8,3,8,8,9.0,5,9,USA
1992,Craft,7,7,4,8,8,9.0,5,9,USA
1992,Flow,6,7,5,9,7,8.0,7,8,USA
1992,Hands,5,6,6,5,6,7.0,8,8,USA
1992,Helm,6,7,5,8,6,7.0,7,7,USA
1992,Lore,8,8,3,9,8,8.0,6,9,USA
1992,Shield,8,8,4,8,8,9.0,5,9,USA
1992,Stewards,7,7,5,8,7,8.0,7,8,USA
1993,Archive,8,8,3,8,8,9.0,5,9,USA
1993,Craft,7,7,4,8,8,9.0,5,9,USA
1993,Flow,7,7,4,9,7,8.0,6,8,USA
1993,Hands,6,7,5,5,7,8.0,7,8,USA
1993,Helm,6,7,5,8,7,8.0,7,8,USA
1993,Lore,8,8,3,9,8,8.0,6,9,USA
1993,Shield,8,8,4,8,8,9.0,6,9,USA
1993,Stewards,7,8,4,8,7,8.0,6,8,USA
1994,Archive,8,8,3,8,8,9.0,6,9,USA
1994,Craft,7,7,3,8,8,9.0,6,9,USA
1994,Flow,7,8,3,9,6,7.0,8,8,USA
1994,Hands,6,7,4,6,6,7.0,8,8,USA
1994,Helm,7,7,4,8,6,7.0,8,8,USA
1994,Lore,8,8,3,9,7,8.0,7,9,USA
1994,Shield,8,8,4,8,8,9.0,6,9,USA
1994,Stewards,8,8,3,8,6,7.0,8,8,USA
1995,Archive,8,8,3,8,8,9.0,5,9,USA
1995,Craft,7,7,3,8,9,9.0,5,10,USA
1995,Flow,8,8,3,9,7,8.0,7,8,USA
1995,Hands,7,7,3,6,7,8.0,7,8,USA
1995,Helm,7,8,4,8,6,7.0,8,8,USA
1995,Lore,8,9,3,10,7,8.0,7,9,USA
1995,Shield,8,8,4,8,8,9.0,6,9,USA
1995,Stewards,8,8,3,8,6,7.0,8,8,USA
1996,Archive,8,8,3,8,8,9.0,5,9,USA
1996,Craft,7,7,3,8,9,9.0,5,10,USA
1996,Flow,8,8,3,9,7,8.0,7,9,USA
1996,Hands,7,7,3,6,7,8.0,6,8,USA
1996,Helm,8,8,3,8,5,6.0,9,7,USA
1996,Lore,8,9,3,10,7,8.0,7,9,USA
1996,Shield,8,8,4,8,8,9.0,6,9,USA
1996,Stewards,8,8,3,8,7,8.0,7,9,USA
1997,Archive,8,8,3,8,9,9.0,4,10,USA
1997,Craft,7,7,3,8,9,10.0,4,10,USA
1997,Flow,8,9,3,10,8,9.0,5,9,USA
1997,Hands,7,7,3,6,8,9.0,5,9,USA
1997,Helm,8,8,3,8,6,7.0,8,8,USA
1997,Lore,8,9,3,10,8,8.0,6,9,USA
1997,Shield,8,8,4,8,8,9.0,6,9,USA
1997,Stewards,8,9,3,9,8,9.0,5,9,USA
1998,Archive,8,8,3,8,9,9.0,5,10,USA
1998,Craft,7,7,3,8,9,10.0,4,10,USA
1998,Flow,8,9,3,10,8,9.0,6,9,USA
1998,Hands,7,7,3,6,8,9.0,5,9,USA
1998,Helm,6,8,5,8,7,8.0,7,8,USA
1998,Lore,8,9,3,10,8,8.0,7,9,USA
1998,Shield,8,8,4,8,8,9.0,6,9,USA
1998,Stewards,8,9,3,9,8,9.0,6,9,USA
1999,Archive,8,8,3,8,9,9.0,5,10,USA
1999,Craft,7,7,3,8,9,10.0,4,10,USA
1999,Flow,8,9,3,10,8,9.0,6,9,USA
1999,Hands,7,7,3,6,8,9.0,5,9,USA
1999,Helm,7,8,4,8,6,7.0,8,8,USA
1999,Lore,8,9,3,10,7,8.0,8,9,USA
1999,Shield,8,8,4,8,8,9.0,6,9,USA
1999,Stewards,8,9,3,9,8,9.0,6,9,USA
2000,Archive,9,9,2,9,9,9.0,5,10,USA
2000,Craft,7,8,3,9,9,10.0,4,10,USA
2000,Flow,8,9,3,10,8,9.0,6,9,USA
2000,Hands,7,7,3,6,8,9.0,5,9,USA
2000,Helm,8,8,3,8,5,6.0,9,8,USA
2000,Lore,8,9,3,10,7,8.0,8,9,USA
2000,Shield,8,8,4,8,8,9.0,6,9,USA
2000,Stewards,8,9,3,9,8,9.0,6,9,USA
2000,Archive,9,9,2,9,9,9.0,5,10,USA
2000,Craft,7,8,3,9,9,10.0,4,10,USA
2000,Flow,8,9,3,10,8,9.0,6,9,USA
2000,Hands,7,7,3,6,8,9.0,5,9,USA
2000,Helm,8,8,3,8,5,6.0,9,8,USA
2000,Lore,8,9,3,10,7,8.0,8,9,USA
2000,Shield,8,8,4,8,8,9.0,6,9,USA
2000,Stewards,8,9,3,9,8,9.0,6,9,USA
2001,Archive,8,8,3,9,8,9.0,6,9,USA
2001,Craft,7,7,4,8,8,9.0,7,9,USA
2001,Flow,6,7,7,9,6,7.0,9,8,USA
2001,Hands,7,7,4,5,6,7.0,9,8,USA
2001,Helm,9,8,5,8,7,8.0,8,8,USA
2001,Lore,7,8,4,9,7,7.0,8,8,USA
2001,Shield,8,9,4,8,8,9.0,8,8,USA
2001,Stewards,7,8,4,8,6,7.0,9,8,USA
2003,Archive,8,8,4,9,8,9.0,6,9,USA
2003,Craft,7,7,3,8,8,9.0,6,9,USA
2003,Flow,7,8,4,9,7,8.0,7,9,USA
2003,Hands,7,7,4,5,7,8.0,8,8,USA
2003,Helm,7,8,5,8,7,8.0,7,8,USA
2003,Lore,6,8,5,9,7,8.0,8,9,USA
2003,Shield,9,9,4,9,9,10.0,6,9,USA
2003,Stewards,7,8,4,8,7,8.0,7,9,USA
2005,Archive,7,7,5,8,8,9.0,5,9,USA
2005,Craft,7,7,4,8,8,9.0,5,9,USA
2005,Flow,7,8,4,9,8,9.0,6,9,USA
2005,Hands,6,7,5,5,8,9.0,6,8,USA
2005,Helm,5,6,7,7,7,8.0,7,8,USA
2005,Lore,6,7,5,9,7,8.0,7,9,USA
2005,Shield,7,8,6,8,9,9.0,7,9,USA
2005,Stewards,7,8,4,8,8,9.0,6,9,USA
2008,Archive,8,8,4,8,8,8.0,8,9,USA
2008,Craft,6,6,6,8,7,8.0,9,9,USA
2008,Flow,2,3,10,9,4,5.0,10,9,USA
2008,Hands,5,5,8,5,5,6.0,10,8,USA
2008,Helm,5,6,8,7,5,6.0,10,8,USA
2008,Lore,7,7,5,9,6,7.0,9,9,USA
2008,Shield,7,7,5,8,8,9.0,8,9,USA
2008,Stewards,2,3,10,8,4,5.0,10,8,USA
2011,Archive,8,8,4,8,8,9.0,7,10,USA
2011,Craft,6,6,5,8,8,9.0,7,10,USA
2011,Flow,6,7,5,9,6,7.0,9,9,USA
2011,Hands,5,6,7,5,7,8.0,9,9,USA
2011,Helm,4,6,8,7,5,6.0,10,8,USA
2011,Lore,7,7,4,9,6,7.0,9,9,USA
2011,Shield,7,7,4,8,8,9.0,7,9,USA
2011,Stewards,6,7,6,8,6,7.0,9,9,USA
2013,Archive,8,8,4,8,8,9.0,6,10,USA
2013,Craft,6,7,4,8,9,9.0,6,10,USA
2013,Flow,7,8,4,9,7,8.0,8,9,USA
2013,Hands,6,6,6,5,8,9.0,8,9,USA
2013,Helm,4,5,8,7,5,6.0,9,8,USA
2013,Lore,7,7,4,9,7,7.0,8,9,USA
2013,Shield,7,7,5,8,8,9.0,7,9,USA
2013,Stewards,7,7,5,8,7,8.0,8,9,USA
2014,Archive,8,8,3,8,9,9.0,5,10,USA
2014,Craft,7,7,3,8,9,10.0,5,10,USA
2014,Flow,7,8,3,9,8,9.0,7,9,USA
2014,Hands,6,6,5,5,8,9.0,7,9,USA
2014,Helm,5,6,7,7,5,6.0,9,8,USA
2014,Lore,7,8,4,9,7,8.0,8,9,USA
2014,Shield,7,8,4,8,8,9.0,7,9,USA
2014,Stewards,7,8,4,8,8,9.0,7,9,USA
2016,Archive,8,8,4,8,9,9.0,6,10,USA
2016,Craft,7,7,3,8,9,10.0,5,10,USA
2016,Flow,7,8,4,9,8,9.0,6,9,USA
2016,Hands,5,6,6,5,8,9.0,7,9,USA
2016,Helm,4,6,8,7,4,5.0,10,8,USA
2016,Lore,5,7,6,9,6,7.0,9,9,USA
2016,Shield,7,8,4,8,8,9.0,7,9,USA
2016,Stewards,7,8,4,8,8,9.0,6,9,USA
2020,Archive,7,7,6,8,7,8.0,7,9,USA
2020,Craft,6,6,7,9,7,8.0,8,9,USA
2020,Flow,3,5,9,9,4,5.0,10,8,USA
2020,Hands,4,5,9,5,4,5.0,10,7,USA
2020,Helm,3,6,9,7,3,4.0,10,7,USA
2020,Lore,6,8,7,9,5,6.0,9,8,USA
2020,Shield,8,8,5,8,7,8.0,8,8,USA
2020,Stewards,5,6,8,8,4,5.0,10,8,USA
2023,Archive,8,8,4,9,9,10.0,5,10,USA
2023,Craft,7,7,4,9,9,10.0,5,10,USA
2023,Flow,7,8,5,10,7,8.0,7,9,USA
2023,Hands,5,6,6,6,7,8.0,7,9,USA
2023,Helm,4,6,8,8,5,6.0,9,8,USA
2023,Lore,5,8,7,10,6,7.0,8,9,USA
2023,Shield,7,8,5,9,8,9.0,7,9,USA
2023,Stewards,6,7,6,9,7,8.0,7,9,USA
2025,Archive,9,8,4,10,9,10.0,7,10,USA
2025,Craft,7,7,4,10,9,10.0,7,10,USA
2025,Flow,7,8,5,10,6,7.0,9,9,USA
2025,Hands,5,6,6,7,6,7.0,9,9,USA
2025,Helm,5,6,7,9,6,7.0,8,8,USA
2025,Lore,6,8,6,10,6,7.0,9,9,USA
2025,Shield,8,8,5,10,8,9.0,8,9,USA
2025,Stewards,6,7,6,10,6,7.0,9,9,USA
1900,Archive,8,8,3,8,7,7.0,4,7,Egypt
1900,Craft,6,5,4,6,6,6.0,5,6,Egypt
1900,Flow,7,7,4,7,7,8.0,4,7,Egypt
1900,Hands,5,7,6,4,5,7.0,6,4,Egypt
1900,Helm,4,6,5,6,7,8.0,4,8,Egypt
1900,Lore,6,5,5,5,6,6.0,4,7,Egypt
1900,Shield,7,7,4,6,7,7.0,4,7,Egypt
1900,Stewards,7,8,4,7,6,8.0,5,6,Egypt
1901,Helm,4,6,5,6,8,8.0,4,8,Egypt
1901,Shield,7,7,4,6,7,7.0,4,7,Egypt
1901,Lore,6,5,5,5,6,6.0,5,7,Egypt
1901,Stewards,7,8,4,7,7,8.0,5,6,Egypt
1901,Craft,6,5,4,6,6,6.0,5,6,Egypt
1901,Hands,5,7,6,4,5,7.0,5,4,Egypt
1901,Archive,8,8,3,8,7,7.0,4,7,Egypt
1901,Flow,7,7,4,7,8,8.0,4,7,Egypt
1902,Helm,4,6,5,6,8,8.0,4,8,Egypt
1902,Shield,7,7,4,6,7,7.0,4,7,Egypt
1902,Lore,6,5,5,5,6,6.0,5,7,Egypt
1902,Stewards,8,9,4,7,7,8.0,5,6,Egypt
1902,Craft,6,6,4,6,6,6.0,5,6,Egypt
1902,Hands,5,8,6,4,5,7.5,5,4,Egypt
1902,Archive,8,8,3,8,7,7.0,4,7,Egypt
1902,Flow,8,8,4,7,8,8.5,4,7,Egypt
1903,Helm,4,6,5,6,8,8.0,4,8,Egypt
1903,Shield,7,7,4,6,7,7.0,4,7,Egypt
1903,Lore,6,5,5,5,6,6.0,5,7,Egypt
1903,Stewards,8,9,4,7,7,8.0,5,6,Egypt
1903,Craft,6,6,4,6,6,6.0,5,6,Egypt
1903,Hands,5,8,6,4,5,7.5,5,4,Egypt
1903,Archive,8,8,3,8,7,7.0,4,7,Egypt
1903,Flow,8,8,4,7,8,8.5,4,7,Egypt
1904,Helm,6,7,4,7,8,8.0,4,8,Egypt
1904,Shield,7,7,4,6,7,7.0,4,7,Egypt
1904,Lore,6,5,5,6,6,6.0,5,7,Egypt
1904,Stewards,8,9,4,7,7,8.0,5,6,Egypt
1904,Craft,6,6,4,6,6,6.0,5,6,Egypt
1904,Hands,5,8,6,4,5,8.0,6,4,Egypt
1904,Archive,8,9,3,8,7,7.0,4,7,Egypt
1904,Flow,8,8,4,7,8,9.0,4,7,Egypt
1905,Helm,6,7,4,7,8,8.0,4,8,Egypt
1905,Shield,7,7,4,6,7,7.0,5,7,Egypt
1905,Lore,6,6,5,6,6,6.0,6,7,Egypt
1905,Stewards,8,9,4,7,7,8.0,5,6,Egypt
1905,Craft,6,6,4,7,6,6.0,5,6,Egypt
1905,Hands,5,8,5,4,5,8.0,6,4,Egypt
1905,Archive,8,9,3,8,7,7.0,4,7,Egypt
1905,Flow,8,8,4,7,8,9.0,4,7,Egypt
1906,Helm,5,6,6,7,8,8.0,5,8,Egypt
1906,Shield,6,7,7,6,7,7.0,6,7,Egypt
1906,Lore,8,7,6,7,6,6.0,7,7,Egypt
1906,Stewards,7,8,5,7,7,8.0,5,6,Egypt
1906,Craft,6,6,5,7,6,6.0,5,6,Egypt
1906,Hands,7,7,7,4,5,7.0,7,4,Egypt
1906,Archive,8,9,3,8,7,7.0,4,7,Egypt
1906,Flow,7,7,5,7,8,9.0,4,7,Egypt
1907,Helm,3,5,6,6,7,8.0,5,8,Egypt
1907,Shield,6,6,6,6,7,7.0,6,7,Egypt
1907,Lore,8,7,6,7,6,6.0,7,7,Egypt
1907,Stewards,6,6,8,7,7,8.0,5,6,Egypt
1907,Craft,6,5,6,7,6,6.0,5,6,Egypt
1907,Hands,6,6,7,4,5,7.2,7,4,Egypt
1907,Archive,8,8,4,8,7,7.0,4,7,Egypt
1907,Flow,5,6,8,7,8,9.0,4,7,Egypt
1908,Helm,4,5,5,6,8,8.0,5,8,Egypt
1908,Shield,6,6,5,6,7,7.0,5,7,Egypt
1908,Lore,7,6,6,7,6,6.0,7,7,Egypt
1908,Stewards,6,6,7,7,7,8.0,5,6,Egypt
1908,Craft,6,6,5,7,6,6.0,5,6,Egypt
1908,Hands,5,6,6,4,5,7.4,6,4,Egypt
1908,Archive,8,8,4,8,7,7.0,4,7,Egypt
1908,Flow,6,6,6,7,8,9.2,4,7,Egypt
1909,Helm,4,5,6,6,8,8.0,4,8,Egypt
1909,Shield,6,6,6,6,7,7.0,5,7,Egypt
1909,Lore,7,6,7,7,6,6.0,6,7,Egypt
1909,Stewards,6,7,6,7,7,8.0,5,6,Egypt
1909,Craft,6,6,5,7,6,6.0,5,6,Egypt
1909,Hands,5,6,6,4,5,7.6,6,4,Egypt
1909,Archive,8,8,4,8,7,7.0,4,7,Egypt
1909,Flow,7,7,5,7,8,9.3,4,7,Egypt
1910,Helm,3,4,8,6,8,8.0,4,8,Egypt
1910,Shield,5,6,8,6,7,7.0,5,7,Egypt
1910,Lore,8,6,8,7,6,6.0,6,7,Egypt
1910,Stewards,6,7,6,7,7,8.0,5,6,Egypt
1910,Craft,7,6,7,7,6,6.0,5,6,Egypt
1910,Hands,5,7,7,4,5,7.8,6,4,Egypt
1910,Archive,8,8,4,8,7,7.0,4,7,Egypt
1910,Flow,7,7,5,7,8,9.4,4,7,Egypt
1911,Helm,6,7,5,7,8,8.0,4,8,Egypt
1911,Shield,8,8,4,6,7,7.0,5,7,Egypt
1911,Lore,6,5,7,7,6,6.0,6,7,Egypt
1911,Stewards,7,8,5,7,7,8.0,5,6,Egypt
1911,Craft,6,6,6,7,6,6.0,5,6,Egypt
1911,Hands,6,7,5,4,5,8.0,5,4,Egypt
1911,Archive,8,9,3,8,7,7.0,4,7,Egypt
1911,Flow,7,8,4,7,8,9.5,4,7,Egypt
1912,Helm,7,8,4,7,8,8.0,4,8,Egypt
1912,Shield,8,8,4,6,7,7.0,5,7,Egypt
1912,Lore,5,5,6,7,6,6.0,6,7,Egypt
1912,Stewards,8,8,4,7,7,8.0,5,6,Egypt
1912,Craft,6,6,5,7,6,6.0,5,6,Egypt
1912,Hands,7,8,4,4,5,8.0,5,4,Egypt
1912,Archive,9,9,3,9,7,7.0,4,7,Egypt
1912,Flow,8,8,4,7,8,9.5,4,7,Egypt
1913,Helm,7,8,4,7,8,8.0,4,8,Egypt
1913,Shield,8,8,4,6,7,7.0,5,7,Egypt
1913,Lore,5,5,6,7,6,6.0,6,7,Egypt
1913,Stewards,8,8,4,7,7,8.0,5,6,Egypt
1913,Craft,6,7,5,7,6,6.0,5,6,Egypt
1913,Hands,7,8,4,4,5,8.0,5,4,Egypt
1913,Archive,9,9,3,9,7,7.0,4,7,Egypt
1913,Flow,8,8,4,7,8,9.5,4,7,Egypt
1914,Helm,8,8,5,8,8,8.0,5,8,Egypt
1914,Shield,9,9,6,7,7,7.0,6,7,Egypt
1914,Lore,4,4,8,7,6,6.0,6,7,Egypt
1914,Stewards,7,7,6,7,7,8.0,6,6,Egypt
1914,Craft,6,6,7,7,6,6.0,6,6,Egypt
1914,Hands,6,6,8,4,5,7.0,7,4,Egypt
1914,Archive,9,9,3,9,7,7.0,5,7,Egypt
1914,Flow,6,5,8,7,8,8.0,6,7,Egypt
1915,Helm,7,7,6,8,7,7.0,6,7,Egypt
1915,Shield,8,8,7,7,7,7.0,7,7,Egypt
1915,Lore,4,4,9,7,6,6.0,7,7,Egypt
1915,Stewards,6,6,7,7,7,7.0,7,6,Egypt
1915,Craft,6,6,7,7,6,6.0,7,6,Egypt
1915,Hands,4,6,8,4,5,6.0,8,4,Egypt
1915,Archive,9,8,4,9,7,7.0,6,7,Egypt
1915,Flow,5,4,9,7,7,7.0,7,7,Egypt
1916,Helm,7,8,6,7,7,7.0,7,7,Egypt
1916,Shield,8,9,6,7,6,7.0,7,7,Egypt
1916,Lore,3,4,8,7,5,6.0,8,7,Egypt
1916,Stewards,6,7,7,7,6,7.0,7,6,Egypt
1916,Craft,5,5,7,7,6,6.0,7,6,Egypt
1916,Hands,4,7,8,4,4,6.0,9,4,Egypt
1916,Archive,9,8,4,9,7,7.0,7,7,Egypt
1916,Flow,5,5,8,7,7,7.0,7,7,Egypt
1917,Helm,7,7,7,7,7,7.0,7,7,Egypt
1917,Shield,8,8,7,7,6,7.0,8,7,Egypt
1917,Lore,3,4,9,7,5,6.0,8,7,Egypt
1917,Stewards,6,6,8,7,6,7.0,7,6,Egypt
1917,Craft,4,5,8,7,6,6.0,7,6,Egypt
1917,Hands,3,6,9,4,4,6.0,9,4,Egypt
1917,Archive,9,8,4,9,6,7.0,7,7,Egypt
1917,Flow,4,4,9,7,7,7.0,8,7,Egypt
1918,Helm,6,7,8,7,6,7.0,8,7,Egypt
1918,Shield,7,8,8,7,6,7.0,8,7,Egypt
1918,Lore,4,4,10,7,5,6.0,9,7,Egypt
1918,Stewards,5,6,9,7,6,7.0,8,6,Egypt
1918,Craft,4,5,9,7,5,6.0,8,6,Egypt
1918,Hands,2,5,10,4,4,6.0,9,4,Egypt
1918,Archive,9,8,5,9,6,7.0,8,7,Egypt
1918,Flow,3,4,10,7,7,7.0,8,7,Egypt
1919,Helm,3,4,10,6,4,5.0,9,6,Egypt
1919,Shield,5,6,9,6,5,6.0,9,7,Egypt
1919,Lore,9,7,9,7,4,5.0,10,7,Egypt
1919,Stewards,5,5,8,7,5,6.0,9,6,Egypt
1919,Craft,8,6,8,7,4,5.0,9,6,Egypt
1919,Hands,9,5,10,4,3,5.0,10,4,Egypt
1919,Archive,7,6,7,8,5,6.0,9,7,Egypt
1919,Flow,4,3,10,7,6,6.0,9,7,Egypt
1920,Helm,4,5,9,6,5,6.0,8,7,Egypt
1920,Shield,6,7,8,6,6,7.0,8,7,Egypt
1920,Lore,8,6,8,7,5,6.0,8,7,Egypt
1920,Stewards,6,6,7,7,6,7.0,8,6,Egypt
1920,Craft,7,6,7,7,5,6.0,8,6,Egypt
1920,Hands,6,5,8,4,4,6.0,9,4,Egypt
1920,Archive,8,7,6,8,6,7.0,8,7,Egypt
1920,Flow,5,5,8,7,7,8.0,7,7,Egypt
1921,Helm,4,5,8,6,6,7.0,6,7,Egypt
1921,Shield,6,7,7,6,7,7.0,5,7,Egypt
1921,Lore,7,6,8,7,6,6.0,6,7,Egypt
1921,Stewards,6,6,7,7,7,8.0,5,6,Egypt
1921,Craft,7,6,7,7,6,6.0,5,6,Egypt
1921,Hands,6,6,8,4,5,7.0,6,4,Egypt
1921,Archive,8,8,5,8,7,7.0,5,7,Egypt
1921,Flow,6,6,7,7,8,8.0,5,7,Egypt
1922,Helm,5,6,6,7,7,8.0,5,7,Egypt
1922,Shield,7,7,5,6,7,7.0,5,7,Egypt
1922,Lore,7,6,6,7,6,6.0,6,7,Egypt
1922,Stewards,7,7,5,7,7,8.0,5,6,Egypt
1922,Craft,7,7,5,7,6,6.0,5,6,Egypt
1922,Hands,5,6,6,4,5,7.0,6,4,Egypt
1922,Archive,8,8,4,8,7,7.0,5,7,Egypt
1922,Flow,7,7,5,7,8,8.5,5,7,Egypt
1923,Archive,7,6,4,7,7,7.0,5,7,Egypt
1923,Craft,7,5,4,6,6,7.0,5,6,Egypt
1923,Flow,6,7,5,6,8,9.0,5,7,Egypt
1923,Hands,5,4,6,3,5,7.0,6,4,Egypt
1923,Helm,4,5,7,6,8,8.0,5,8,Egypt
1923,Lore,8,6,4,7,6,7.0,6,7,Egypt
1923,Shield,5,4,5,5,7,7.0,5,7,Egypt
1923,Stewards,6,6,5,6,7,8.0,5,6,Egypt
1924,Archive,7,6,5,7,7,7.0,5,7,Egypt
1924,Craft,7,5,5,6,7,7.0,5,6,Egypt
1924,Flow,6,6,6,6,8,9.0,5,7,Egypt
1924,Hands,5,4,7,3,5,7.0,6,4,Egypt
1924,Helm,3,5,9,6,8,8.0,6,8,Egypt
1924,Lore,8,6,6,7,7,7.0,6,7,Egypt
1924,Shield,3,3,9,5,7,7.0,6,7,Egypt
1924,Stewards,6,6,6,6,7,8.0,5,6,Egypt
1925,Archive,7,6,4,7,7,7.0,6,7,Egypt
1925,Craft,6,5,5,6,6,6.0,6,6,Egypt
1925,Flow,6,6,5,6,8,8.5,5,7,Egypt
1925,Hands,5,4,5,3,5,7.0,6,4,Egypt
1925,Helm,4,4,6,6,6,7.0,7,7,Egypt
1925,Lore,7,6,5,7,6,6.0,7,7,Egypt
1925,Shield,5,4,5,5,7,7.0,6,7,Egypt
1925,Stewards,6,6,4,6,7,8.0,5,6,Egypt
1926,Archive,7,6,4,7,7,7.0,5,7,Egypt
1926,Craft,7,5,4,6,6,7.0,5,6,Egypt
1926,Flow,6,7,5,6,8,9.0,5,7,Egypt
1926,Hands,5,4,5,3,5,7.0,6,4,Egypt
1926,Helm,5,5,6,6,7,8.0,6,7,Egypt
1926,Lore,8,7,5,7,6,7.0,6,7,Egypt
1926,Shield,5,4,5,5,7,7.0,6,7,Egypt
1926,Stewards,6,6,4,6,7,8.0,5,6,Egypt
1927,Archive,7,6,4,7,7,7.0,6,7,Egypt
1927,Craft,7,5,4,6,6,6.0,6,6,Egypt
1927,Flow,6,7,4,6,8,8.5,5,7,Egypt
1927,Hands,5,4,5,3,5,7.0,6,4,Egypt
1927,Helm,5,5,7,6,6,7.0,7,7,Egypt
1927,Lore,8,7,6,7,6,6.0,7,7,Egypt
1927,Shield,5,4,5,5,7,7.0,6,7,Egypt
1927,Stewards,6,6,4,6,7,8.0,5,6,Egypt
1928,Archive,6,6,5,7,7,7.0,6,7,Egypt
1928,Craft,6,5,5,6,6,7.0,6,6,Egypt
1928,Flow,6,6,6,6,8,9.0,5,7,Egypt
1928,Hands,4,4,7,3,5,7.0,6,4,Egypt
1928,Helm,2,4,9,6,7,7.0,6,7,Egypt
1928,Lore,7,6,7,7,6,7.0,7,7,Egypt
1928,Shield,5,4,6,5,7,7.0,6,7,Egypt
1928,Stewards,6,6,5,6,7,8.0,5,6,Egypt
1929,Archive,7,6,5,7,7,7.0,5,7,Egypt
1929,Craft,6,5,6,6,7,7.0,5,6,Egypt
1929,Flow,5,6,8,6,8,9.0,5,7,Egypt
1929,Hands,4,4,8,3,5,7.0,6,4,Egypt
1929,Helm,3,4,9,6,8,8.0,5,8,Egypt
1929,Lore,6,6,7,7,7,7.0,6,7,Egypt
1929,Shield,6,5,6,5,7,7.0,5,7,Egypt
1929,Stewards,5,5,8,6,7,8.0,5,6,Egypt
1930,Archive,7,6,4,7,7,7.0,5,7,Egypt
1930,Craft,6,5,6,6,6,7.0,5,6,Egypt
1930,Flow,4,5,9,6,8,9.0,5,7,Egypt
1930,Hands,3,4,9,3,5,7.0,6,4,Egypt
1930,Helm,7,6,7,6,7,8.0,6,7,Egypt
1930,Lore,4,5,8,7,6,7.0,6,7,Egypt
1930,Shield,8,6,5,5,7,7.0,6,7,Egypt
1930,Stewards,6,5,7,6,7,8.0,5,6,Egypt
1931,Archive,7,6,4,7,7,7.0,5,7,Egypt
1931,Craft,6,5,6,6,6,6.0,6,6,Egypt
1931,Flow,4,5,8,6,7,7.0,6,7,Egypt
1931,Hands,3,4,8,3,5,6.0,7,4,Egypt
1931,Helm,7,6,6,6,7,7.0,6,7,Egypt
1931,Lore,4,5,8,7,6,6.0,7,7,Egypt
1931,Shield,8,6,5,5,7,7.0,5,7,Egypt
1931,Stewards,6,5,6,6,7,7.0,6,6,Egypt
1932,Archive,7,6,4,7,7,7.0,5,7,Egypt
1932,Craft,6,5,5,6,6,6.0,6,6,Egypt
1932,Flow,5,5,7,6,7,7.5,6,7,Egypt
1932,Hands,4,4,7,3,5,6.0,7,4,Egypt
1932,Helm,7,6,6,6,7,7.0,6,7,Egypt
1932,Lore,5,5,7,7,6,6.0,7,7,Egypt
1932,Shield,8,6,5,5,7,7.0,5,7,Egypt
1932,Stewards,6,6,6,6,7,7.0,6,6,Egypt
1933,Archive,7,6,5,7,7,7.0,5,7,Egypt
1933,Craft,6,5,5,6,6,6.0,6,6,Egypt
1933,Flow,6,6,6,6,7,8.0,6,7,Egypt
1933,Hands,5,4,6,3,5,6.5,7,4,Egypt
1933,Helm,5,5,7,6,7,7.0,6,7,Egypt
1933,Lore,6,6,6,7,6,6.0,7,7,Egypt
1933,Shield,7,6,6,5,7,7.0,5,7,Egypt
1933,Stewards,6,6,5,6,7,7.0,6,6,Egypt
1934,Archive,7,6,4,7,7,7.0,5,7,Egypt
