Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node_Value_Calc,Bond_Strength_Calc,Bond_Strength_Calc_legacy,SBD_Calc,Lambda2_Calc,Decay_Index_Calc,Phase_Calc,Regime_Label_Calc,ESCH_Calc,V_Mean_Calc,V_Min_Calc,CAMS_v1_Regime
Turkey,1880,Shield,3.8,4.0,8.2,4.0,1.6,0.133062,0.1256,0.139,0.7874,0.0787,1.0,Systemic Collapse,-2.875,2.4875,-3.2,Systemic crisis
Turkey,1880,Stewards,2.8,3.8,7.0,3.0,1.1,0.125644,0.1473,0.139,0.7874,0.0787,1.0,Systemic Collapse,-2.875,2.4875,-3.2,Systemic crisis
Turkey,1885,Archive,4.0,5.0,5.0,5.0,6.5,0.176189,0.1043,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Craft,3.0,3.0,7.0,3.0,0.5,0.133002,0.1964,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Flow,3.0,3.8,7.0,3.0,1.3,0.133002,0.1345,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Hands,2.0,2.0,8.0,2.0,-3.0,0.104270,0.1598,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Helm,3.8,5.0,7.0,5.0,4.3,0.155091,0.1762,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Lore,4.8,5.0,5.0,7.2,8.4,0.196404,0.133,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Shield,4.0,4.8,6.0,4.0,4.8,0.159826,0.133,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1885,Stewards,3.0,3.8,7.0,3.2,1.4,0.134546,0.1551,0.149,0.8286,0.0119,1.0,Systemic Collapse,-2.45,3.025,-3.0,Systemic crisis
Turkey,1890,Archive,4.2,5.0,5.0,5.0,6.7,0.179475,0.105,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Craft,3.0,3.0,7.0,3.0,0.5,0.133947,0.1947,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Flow,3.0,4.0,7.0,3.0,1.5,0.133947,0.1355,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Hands,2.0,2.0,8.0,2.0,-3.0,0.104990,0.1688,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Helm,3.8,5.0,7.0,5.0,4.3,0.156219,0.1795,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Lore,4.8,5.0,5.2,7.0,8.1,0.194653,0.1339,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Shield,4.8,5.0,6.0,4.0,5.8,0.168846,0.1339,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1890,Stewards,3.0,4.0,7.0,3.2,1.6,0.135503,0.1562,0.1509,0.8341,-0.0007,2.0,Acute Crisis,-2.4,3.1875,-3.0,Systemic crisis
Turkey,1895,Archive,4.0,4.8,6.0,5.0,5.3,0.150807,0.0869,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Craft,2.8,3.0,8.0,3.0,-0.7,0.111913,0.1526,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Flow,2.8,4.0,8.0,3.0,0.3,0.111913,0.1119,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Hands,1.8,2.0,9.0,2.0,-4.2,0.086883,0.1502,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Helm,3.8,4.8,8.0,5.0,3.1,0.132805,0.1508,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Lore,4.0,4.0,7.0,7.0,4.5,0.152569,0.1119,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Shield,4.8,5.0,6.2,4.0,5.6,0.150209,0.1119,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1895,Stewards,2.8,4.0,8.0,3.0,0.3,0.111913,0.1328,0.1261,0.6903,0.1638,1.0,Systemic Collapse,-3.575,1.775,-4.2,Systemic crisis
Turkey,1900,Archive,4.2,5.0,5.0,5.0,6.7,0.179946,0.1052,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Craft,3.0,3.0,7.0,3.0,0.5,0.134281,0.1984,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Flow,3.0,4.0,7.0,3.0,1.5,0.134281,0.1343,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Hands,2.0,2.8,8.0,2.0,-2.2,0.105244,0.1712,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Helm,3.8,5.0,7.2,5.0,4.1,0.154776,0.1799,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Lore,4.8,5.0,5.0,7.2,8.4,0.198439,0.1343,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Shield,5.0,5.0,6.0,4.0,6.0,0.171161,0.1343,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1900,Stewards,3.0,4.0,7.0,3.0,1.5,0.134281,0.1548,0.1516,0.8357,-0.0047,2.0,Acute Crisis,-2.3,3.3125,-2.2,Systemic crisis
Turkey,1905,Archive,4.2,5.0,5.0,5.0,6.7,0.180178,0.1054,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Craft,3.0,3.0,7.0,3.0,0.5,0.134446,0.1987,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Flow,3.0,4.0,7.0,3.0,1.5,0.134446,0.1344,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Hands,2.0,2.8,8.0,2.0,-2.2,0.105370,0.1695,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Helm,3.8,4.8,7.0,5.2,4.2,0.158056,0.1802,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Lore,4.8,4.8,5.0,7.2,8.2,0.198700,0.1344,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Shield,4.8,5.0,6.0,4.0,5.8,0.169499,0.1344,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1905,Stewards,3.0,4.0,7.0,3.0,1.5,0.134446,0.1581,0.1519,0.8367,-0.007,2.0,Acute Crisis,-2.325,3.275,-2.2,Systemic crisis
Turkey,1910,Archive,4.4,5.0,5.0,5.0,6.9,0.188707,0.1089,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Craft,3.0,3.8,7.0,3.0,1.3,0.139054,0.2105,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Flow,3.0,4.0,7.0,3.0,1.5,0.139054,0.1454,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Hands,2.0,2.8,8.0,2.0,-2.2,0.108881,0.1754,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Helm,4.8,6.0,7.0,7.0,7.3,0.182935,0.1887,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Lore,4.8,5.0,5.0,8.0,8.8,0.210524,0.1391,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Shield,5.0,5.0,6.2,4.0,5.8,0.175440,0.1391,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1910,Stewards,3.0,4.0,7.0,3.8,1.9,0.145394,0.1829,0.1612,0.8642,-0.069,2.0,Acute Crisis,-2.075,3.9125,-2.2,Systemic crisis
Turkey,1915,Archive,4.0,5.0,6.2,5.0,5.3,0.139363,0.0767,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Craft,2.8,3.0,8.2,3.0,-0.9,0.103697,0.1269,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Flow,2.0,3.0,9.0,3.0,-2.5,0.091110,0.0988,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Hands,1.8,2.0,10.0,2.0,-5.2,0.076654,0.1311,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Helm,4.8,6.0,9.0,7.0,5.3,0.132008,0.1394,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Lore,3.8,4.0,9.0,7.2,2.4,0.126862,0.0911,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Shield,5.0,7.0,8.2,5.0,6.3,0.131108,0.1037,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1915,Stewards,2.8,3.8,9.0,3.0,-0.9,0.098777,0.132,0.1124,0.6072,0.2545,1.0,Systemic Collapse,-4.35,1.225,-5.2,Systemic crisis
Turkey,1920,Archive,3.8,4.0,7.0,5.0,3.3,0.129791,0.0805,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Craft,2.0,2.8,9.0,2.0,-3.2,0.082821,0.1399,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Flow,2.0,2.8,9.0,3.0,-2.7,0.089868,0.0974,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Hands,1.8,2.0,9.0,2.0,-4.2,0.080540,0.1222,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Helm,4.8,5.0,9.0,8.0,4.8,0.133766,0.1298,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Lore,4.8,4.0,8.2,8.0,4.6,0.139890,0.0899,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Shield,4.8,5.0,9.0,5.0,3.3,0.122167,0.0828,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1920,Stewards,2.8,3.0,9.0,3.0,-1.7,0.097416,0.1338,0.1095,0.6255,0.2738,1.0,Systemic Collapse,-5.075,0.525,-4.2,Systemic crisis
Turkey,1925,Archive,6.0,6.0,4.0,6.0,11.0,0.267406,0.1519,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Craft,4.0,4.0,6.0,3.0,3.5,0.191130,0.2493,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Flow,3.8,4.0,6.0,4.0,3.8,0.197537,0.2316,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Hands,2.8,3.0,7.0,2.0,-0.2,0.151924,0.2288,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Helm,6.8,7.0,6.2,8.0,11.6,0.255419,0.2674,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Lore,5.8,5.0,6.0,8.0,8.8,0.249311,0.1975,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Shield,6.0,6.0,6.2,5.0,8.3,0.228765,0.1911,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1925,Stewards,4.8,4.8,5.0,5.0,7.1,0.231578,0.2554,0.2216,1.2088,-0.4694,4.0,Moderate Stress,-0.825,6.7375,-0.2,Local node failure
Turkey,1930,Archive,6.0,6.8,4.0,6.0,11.8,0.272025,0.1543,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Craft,4.0,4.0,6.2,3.0,3.3,0.191875,0.2655,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Flow,3.8,4.0,7.0,4.0,2.8,0.188833,0.2219,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Hands,2.8,3.0,7.0,2.0,-0.2,0.154336,0.2496,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Helm,6.8,7.0,5.0,8.0,12.8,0.278170,0.272,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Lore,5.8,5.0,5.2,8.0,9.6,0.265508,0.1888,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Shield,6.0,6.0,5.0,5.0,9.5,0.249578,0.1919,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1930,Stewards,4.8,5.0,6.0,5.0,6.3,0.221874,0.2782,0.2278,1.2235,-0.5101,4.0,Moderate Stress,-0.575,6.9875,-0.2,Local node failure
Turkey,1935,Archive,7.0,7.0,3.0,6.0,14.0,0.349799,0.2214,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Craft,4.0,5.0,5.0,3.2,5.6,0.241537,0.344,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Flow,5.0,4.8,5.0,4.0,6.8,0.266578,0.2877,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Hands,3.8,4.0,6.0,3.0,3.3,0.221363,0.3191,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Helm,7.0,7.8,4.0,8.0,14.8,0.346328,0.3498,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Lore,6.8,6.0,4.0,8.0,12.8,0.343999,0.2666,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Shield,6.8,7.0,4.0,5.0,12.3,0.319073,0.2415,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1935,Stewards,5.8,5.8,5.0,5.0,9.1,0.287681,0.3463,0.297,1.7483,-0.9693,5.0,Stable Integration,1.425,9.8375,3.3,Local node failure
Turkey,1940,Archive,6.8,7.0,3.0,6.0,13.8,0.299229,0.1589,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Craft,4.0,4.8,6.0,3.0,4.3,0.195748,0.2639,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Flow,4.0,4.8,7.0,3.0,3.3,0.184038,0.2155,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Hands,3.0,4.0,7.0,2.0,1.0,0.158889,0.2625,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Helm,6.0,6.8,5.0,7.0,11.3,0.266006,0.2992,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Lore,5.8,6.0,5.0,7.0,10.3,0.263927,0.184,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Shield,7.0,7.0,5.0,5.0,11.5,0.262525,0.1957,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1940,Stewards,4.8,5.8,6.0,4.0,6.6,0.215481,0.266,0.2307,1.2556,-0.5297,4.0,Moderate Stress,0.275,7.7625,1.0,Local node failure
Turkey,1945,Archive,7.0,7.0,3.0,6.0,14.0,0.326192,0.1964,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Craft,4.0,4.8,5.0,3.0,5.3,0.224004,0.285,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Flow,4.8,5.0,5.0,4.0,6.8,0.246572,0.2494,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Hands,3.8,4.0,6.0,2.0,2.8,0.196360,0.2979,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Helm,6.0,7.0,5.0,7.0,11.5,0.287243,0.3262,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Lore,5.8,6.0,5.0,7.0,10.3,0.284964,0.2466,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Shield,6.8,7.0,4.0,5.0,12.3,0.297933,0.224,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1945,Stewards,5.0,5.6,5.0,4.0,7.6,0.249421,0.2872,0.2641,1.5586,-0.7508,5.0,Stable Integration,1.05,8.825,2.8,Local node failure
Turkey,1950,Archive,6.8,7.0,3.0,6.0,13.8,0.327364,0.2096,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Craft,4.0,5.0,5.0,3.0,5.5,0.226332,0.288,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Flow,5.0,5.8,5.0,4.0,7.8,0.252053,0.2613,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Hands,3.8,4.0,6.0,3.0,3.3,0.209575,0.3012,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Helm,5.8,6.8,5.0,7.0,11.1,0.288039,0.3274,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Lore,5.8,6.0,5.0,7.0,10.3,0.288039,0.2521,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Shield,6.8,7.0,4.0,5.0,12.3,0.301175,0.2263,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1950,Stewards,5.0,5.8,5.0,5.0,8.3,0.261325,0.288,0.2692,1.6588,-0.785,5.0,Stable Integration,1.175,9.05,3.3,Local node failure
Turkey,1955,Archive,6.8,7.0,3.0,6.0,13.8,0.309266,0.2018,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Craft,4.0,5.0,5.0,3.2,5.6,0.216673,0.232,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Flow,4.8,5.8,6.0,4.0,6.6,0.222260,0.2248,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Hands,4.0,4.0,6.0,3.0,3.5,0.201825,0.2848,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Helm,5.8,6.8,5.0,6.0,10.6,0.265112,0.3093,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Lore,4.8,5.0,7.0,7.0,6.3,0.232023,0.2223,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Shield,6.8,7.0,4.0,5.0,12.3,0.284819,0.2167,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1955,Stewards,5.0,5.8,6.0,4.0,6.8,0.224841,0.2651,0.2446,1.5979,-0.6216,4.0,Moderate Stress,0.55,8.1875,3.5,Local node failure
Turkey,1960,Archive,6.0,6.0,5.0,6.0,10.0,0.239997,0.1579,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Craft,4.0,4.8,5.0,3.0,5.3,0.193383,0.2215,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Flow,4.8,5.0,6.0,4.0,5.8,0.200188,0.1906,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Hands,3.0,4.0,7.0,3.0,1.5,0.157877,0.2432,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Helm,3.8,5.8,8.0,6.0,4.6,0.180854,0.24,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Lore,4.8,5.0,6.0,7.0,7.3,0.221458,0.2002,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Shield,7.0,7.0,5.0,5.0,11.5,0.243244,0.1934,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1960,Stewards,4.0,5.0,6.0,4.0,5.0,0.190610,0.1809,0.2035,1.2553,-0.3488,4.0,Moderate Stress,-0.675,6.375,1.5,Local node failure
Turkey,1965,Archive,6.8,7.0,3.0,6.0,13.8,0.330354,0.2146,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Craft,4.8,5.0,5.0,4.0,6.8,0.251334,0.281,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Flow,5.0,5.8,5.0,4.0,7.8,0.254246,0.2542,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Hands,4.0,4.8,6.0,3.0,4.3,0.214592,0.3039,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Helm,6.0,6.8,4.2,6.0,11.6,0.298707,0.3304,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Lore,5.0,5.0,5.0,7.0,8.5,0.280955,0.2542,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Shield,6.8,7.0,4.0,5.0,12.3,0.303878,0.2513,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1965,Stewards,5.0,5.8,5.0,4.0,7.8,0.254246,0.2987,0.2735,1.7078,-0.8135,5.0,Stable Integration,1.25,9.1125,4.3,Local node failure
Turkey,1970,Archive,6.0,7.0,4.0,6.0,12.0,0.268553,0.1919,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Craft,4.8,5.0,5.0,4.0,6.8,0.224207,0.2338,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Flow,5.0,5.8,6.0,4.0,6.8,0.213626,0.2136,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Hands,4.0,4.8,6.0,3.0,4.3,0.191903,0.2324,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Helm,4.8,5.8,7.0,6.0,6.6,0.213556,0.2686,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Lore,4.8,5.0,6.0,7.0,7.3,0.233848,0.2136,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Shield,6.0,6.8,6.0,5.0,9.3,0.232443,0.2242,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1970,Stewards,5.0,5.8,6.0,4.0,6.8,0.213626,0.2136,0.224,1.5292,-0.4849,4.0,Moderate Stress,-0.0,7.4875,4.3,Local node failure
Turkey,1975,Archive,5.8,6.0,5.0,6.0,9.8,0.218868,0.146,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Craft,4.0,4.8,6.0,4.0,4.8,0.175879,0.1854,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Flow,4.0,4.8,7.0,4.0,3.8,0.165655,0.1657,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Hands,3.0,4.0,7.0,3.0,1.5,0.145974,0.1896,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Helm,3.8,4.8,8.0,6.0,3.6,0.166982,0.2189,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Lore,4.0,4.8,7.0,7.0,5.3,0.185415,0.1657,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
Turkey,1975,Shield,5.8,7.0,7.0,5.0,8.3,0.189573,0.1759,0.1767,1.162,-0.1718,3.0,Fragmentation,-1.625,5.1125,1.5,Local node failure
