Set,Society,T,Vbar,Vmin,smin,Bbar,lam2,r11,r12
3,Society_C,110,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,111,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,112,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,113,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,114,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,115,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,116,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,117,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,118,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,119,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,120,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,121,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,122,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_C,123,5.875,3.0,-0.6,0.186911,1.2799465866974538,Local Node Failure,Local Node Failure
3,Society_D,0,14.6875,9.0,0.0,0.441509,2.802487364800741,Stable Adaptive,Stable Adaptive
3,Society_D,1,15.0,9.0,0.0,0.449286,2.829123414487304,Stable Adaptive,Stable Adaptive
3,Society_D,2,14.5,7.0,-0.3,0.427658,2.467844604783578,Strained,Strained
3,Society_D,3,15.25,9.0,0.0,0.461966,2.871657033063569,Stable Adaptive,Stable Adaptive
3,Society_D,4,15.625,9.0,0.0,0.476452,2.9199802242752426,Stable Adaptive,Stable Adaptive
3,Society_D,5,14.75,9.0,0.0,0.427758,2.5899915846921013,Stable Adaptive,Stable Adaptive
3,Society_D,6,16.3125,11.5,0.49,0.496117,3.2024179540918416,Stable Adaptive,Stable Adaptive
3,Society_D,7,16.8125,11.5,0.49,0.500732,3.2210292222241983,Stable Adaptive,Stable Adaptive
3,Society_D,8,16.3125,9.5,0.0,0.477618,2.830575959497345,Stable Adaptive,Stable Adaptive
3,Society_D,9,10.3125,1.5,-1.08,0.283101,1.5091276354077015,Phantom Type II,Phantom Type II
3,Society_D,10,16.0625,11.5,0.49,0.475121,3.126712214873172,Stable Adaptive,Stable Adaptive
3,Society_D,11,16.0625,11.5,0.49,0.475121,3.126712214873172,Stable Adaptive,Stable Adaptive
3,Society_D,12,16.5625,11.5,0.49,0.500732,3.2210292222241983,Stable Adaptive,Stable Adaptive
3,Society_D,13,16.5625,11.5,0.49,0.500732,3.2210292222241983,Stable Adaptive,Stable Adaptive
3,Society_D,14,14.3125,10.0,0.0,0.382327,2.561034339411393,Stable Adaptive,Stable Adaptive
3,Society_D,15,14.0625,8.5,-1.08,0.377425,2.4101810760518774,Phantom Type II,Phantom Type II
3,Society_D,16,13.375,5.5,-1.35,0.35404,2.082067351409172,Phantom Type II,Phantom Type II
3,Society_D,17,9.5,0.5,-1.62,0.256561,1.4158591615064104,Phantom Type II,Phantom Type II
3,Society_D,18,10.3125,3.5,-1.44,0.266937,1.6370402548640672,Phantom Type II,Phantom Type II
3,Society_D,19,13.625,9.0,-0.54,0.375643,2.518854749243794,Strained,Strained
3,Society_D,20,15.375,12.0,0.56,0.438531,3.0386378275750716,Stable Adaptive,Stable Adaptive
3,Society_D,21,17.25,15.0,1.92,0.516483,3.6923179935032033,Stable Adaptive,Stable Adaptive
3,Society_D,22,16.0,12.5,1.08,0.48187,3.35366442681235,Stable Adaptive,Stable Adaptive
3,Society_D,23,16.0,12.5,1.08,0.48187,3.35366442681235,Stable Adaptive,Stable Adaptive
3,Society_D,24,16.125,12.5,1.08,0.486103,3.3684838929801666,Stable Adaptive,Stable Adaptive
3,Society_D,25,16.0,12.5,1.08,0.48106,3.350818733521337,Stable Adaptive,Stable Adaptive
3,Society_D,26,16.3125,11.5,0.9,0.48831,3.270077915028384,Stable Adaptive,Stable Adaptive
3,Society_D,27,16.3125,11.5,0.9,0.48831,3.270077915028384,Stable Adaptive,Stable Adaptive
3,Society_D,28,16.8125,12.5,1.08,0.505343,3.4807632944569074,Stable Adaptive,Stable Adaptive
3,Society_D,29,17.0625,13.0,1.44,0.522412,3.757939241702338,Stable Adaptive,Stable Adaptive
3,Society_D,30,16.5625,12.5,1.08,0.479935,3.3716730831458794,Stable Adaptive,Stable Adaptive
3,Society_D,31,14.1875,8.0,-0.4,0.386142,2.3281781584345342,Strained,Strained
3,Society_D,32,12.0,3.0,-1.5,0.334429,1.8306453808434922,Phantom Type II,Phantom Type II
3,Society_D,33,15.0,9.5,-0.54,0.437234,2.832995513061892,Strained,Strained
3,Society_D,34,16.75,13.5,1.26,0.507386,3.6150633932735845,Stable Adaptive,Stable Adaptive
3,Society_D,35,17.125,14.0,1.68,0.520091,3.931620140834923,Stable Adaptive,Stable Adaptive
3,Society_D,36,17.75,15.0,2.24,0.534139,3.9858541902079203,Stable Adaptive,Stable Adaptive
3,Society_D,37,18.5625,15.0,2.24,0.565477,4.118713631192735,Stable Adaptive,Stable Adaptive
3,Society_D,38,19.25,17.0,3.2,0.588525,4.49216647051659,Stable Adaptive,Stable Adaptive
3,Society_D,39,17.8125,11.0,0.0,0.502849,3.1512578914097658,Stable Adaptive,Stable Adaptive
3,Society_D,40,15.5625,3.0,-1.5,0.392466,2.0175100510216897,Phantom Type II,Phantom Type II
3,Society_D,41,15.6875,5.0,-1.6,0.39704,2.2597180712774456,Phantom Type II,Phantom Type II
3,Society_D,42,16.8125,8.0,-1.0,0.446847,2.672894445957957,Phantom Type II,Phantom Type II
3,Society_D,43,18.6875,10.0,-0.6,0.530602,3.2446388188976765,Strained,Strained
3,Society_D,44,17.375,14.5,1.89,0.499284,3.583119278420206,Stable Adaptive,Stable Adaptive
3,Society_D,45,18.875,17.0,3.2,0.567509,4.2284745745417,Stable Adaptive,Stable Adaptive
3,Society_D,46,18.8125,16.5,2.88,0.56107,4.162960965003446,Stable Adaptive,Stable Adaptive
3,Society_D,47,19.75,17.5,3.6,0.606499,4.656632744990787,Stable Adaptive,Stable Adaptive
3,Society_D,48,20.6875,19.5,4.86,0.653989,4.986084600963402,Stable Adaptive,Stable Adaptive
3,Society_D,49,21.625,19.5,4.86,0.703335,5.2087176702226525,Stable Adaptive,Stable Adaptive
3,Society_D,50,21.625,19.5,4.86,0.703335,5.2087176702226525,Stable Adaptive,Stable Adaptive
3,Society_D,51,21.8125,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,52,21.8125,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,53,21.8125,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,54,21.8125,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,55,21.6875,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,56,21.4375,19.0,4.8,0.689684,5.102684541616355,Stable Adaptive,Stable Adaptive
3,Society_D,57,21.8125,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,58,21.9375,20.0,5.4,0.706928,5.297664152262655,Stable Adaptive,Stable Adaptive
3,Society_D,59,22.1875,20.0,5.4,0.7125,5.31854923798741,Stable Adaptive,Stable Adaptive
3,Society_D,60,22.1875,20.0,5.4,0.7125,5.31854923798741,Stable Adaptive,Stable Adaptive
3,Society_D,61,22.375,20.0,5.4,0.721958,5.353730196367149,Stable Adaptive,Stable Adaptive
3,Society_D,62,22.375,20.0,5.4,0.721958,5.353730196367149,Stable Adaptive,Stable Adaptive
3,Society_D,63,22.375,20.0,5.4,0.721958,5.353730196367149,Stable Adaptive,Stable Adaptive
3,Society_D,64,22.375,20.0,5.4,0.721958,5.353730196367149,Stable Adaptive,Stable Adaptive
3,Society_D,65,21.375,20.0,5.4,0.663172,5.1311161764843005,Stable Adaptive,Stable Adaptive
3,Society_D,66,20.5,18.0,4.0,0.605419,4.426780552629837,Stable Adaptive,Stable Adaptive
3,Society_D,67,19.625,17.0,3.2,0.554181,3.8519242892817926,Stable Adaptive,Stable Adaptive
3,Society_D,68,19.625,17.0,3.2,0.554181,3.8519242892817926,Stable Adaptive,Stable Adaptive
3,Society_D,69,17.625,12.0,0.6,0.476725,3.0440073812512596,Stable Adaptive,Stable Adaptive
3,Society_D,70,17.5,14.0,1.4,0.47597,3.300770309567423,Stable Adaptive,Stable Adaptive
3,Society_D,71,18.0,15.0,2.1,0.502925,3.6347826557637046,Stable Adaptive,Stable Adaptive
3,Society_D,72,15.0,9.0,-1.2,0.390227,2.406212015941834,Phantom Type II,Phantom Type II
3,Society_D,73,15.5,11.0,-0.7,0.408627,2.7118833267996174,Phantom Type II,Phantom Type II
3,Society_D,74,14.5,9.0,-1.2,0.385233,2.542549232395785,Phantom Type II,Phantom Type II
3,Society_D,75,13.875,10.0,-0.6,0.363033,2.441950863573817,Strained,Strained
3,Society_D,76,12.125,7.0,-1.8,0.31907,2.050316849455892,Phantom Type II,Phantom Type II
3,Society_D,77,13.375,9.0,-1.4,0.354321,2.4090366680117445,Phantom Type II,Phantom Type II
3,Society_D,78,12.0,6.0,-2.0,0.309907,1.9072575007874615,Phantom Type II,Phantom Type II
3,Society_D,79,13.25,9.0,-1.2,0.347734,2.387584701849147,Phantom Type II,Phantom Type II
3,Society_D,80,12.75,9.0,-1.2,0.330255,2.324695853654398,Phantom Type II,Phantom Type II
3,Society_D,81,15.25,12.0,0.0,0.398278,2.8518889168306814,Stable Adaptive,Stable Adaptive
3,Society_D,82,16.125,13.0,0.7,0.441141,3.206841047043702,Stable Adaptive,Stable Adaptive
3,Society_D,83,17.125,16.0,2.4,0.489385,3.71352825730404,Stable Adaptive,Stable Adaptive
3,Society_D,84,17.875,16.0,2.4,0.514752,3.808311966263904,Stable Adaptive,Stable Adaptive
3,Society_D,85,15.25,7.0,-1.0,0.4039,2.2256193324154205,Phantom Type II,Phantom Type II
3,Society_D,86,16.5,11.0,0.0,0.454739,2.9692643059160333,Stable Adaptive,Stable Adaptive
3,Society_D,87,17.375,14.0,1.4,0.485762,3.3918726060186026,Stable Adaptive,Stable Adaptive
3,Society_D,88,17.375,16.0,2.4,0.468976,3.428204535434271,Stable Adaptive,Stable Adaptive
3,Society_D,89,12.375,8.0,-1.8,0.298114,1.9307646177074425,Phantom Type II,Phantom Type II
3,Society_D,90,9.75,2.0,-2.5,0.260873,1.586710860572539,Phantom Type II,Phantom Type II
3,Society_D,91,8.375,0.0,-2.5,0.236641,1.4092791039591077,Phantom Type II,Phantom Type II
3,Society_D,92,11.625,6.0,-2.0,0.307449,1.992938473616637,Phantom Type II,Phantom Type II
3,Society_D,93,15.25,12.0,0.0,0.413061,2.905318257002373,Stable Adaptive,Stable Adaptive
3,Society_D,94,17.5,15.0,1.6,0.489821,3.5098950409982184,Stable Adaptive,Stable Adaptive
3,Society_D,95,18.5,15.0,2.1,0.531879,3.90831064370759,Stable Adaptive,Stable Adaptive
3,Society_D,96,19.375,15.0,2.1,0.569958,4.052488448050685,Stable Adaptive,Stable Adaptive
3,Society_D,97,20.0,13.0,1.2,0.604039,4.192158951456757,Stable Adaptive,Stable Adaptive
3,Society_D,98,20.0,13.0,1.2,0.604039,4.192158951456757,Stable Adaptive,Stable Adaptive
3,Society_D,99,19.375,13.0,1.2,0.553728,3.985836429261921,Stable Adaptive,Stable Adaptive
3,Society_D,100,18.0,13.0,1.2,0.497338,3.6108272290790113,Stable Adaptive,Stable Adaptive
3,Society_D,101,16.5,13.0,1.2,0.460883,3.3630600616857214,Stable Adaptive,Stable Adaptive
3,Society_D,102,17.125,13.0,1.2,0.480891,3.3726696798401563,Stable Adaptive,Stable Adaptive
3,Society_D,103,17.875,13.0,1.2,0.527223,3.881959509040832,Stable Adaptive,Stable Adaptive
3,Society_D,104,19.0,13.0,1.2,0.569999,4.045894454631504,Stable Adaptive,Stable Adaptive
3,Society_D,105,19.875,11.0,0.5,0.609958,4.064880392974682,Stable Adaptive,Stable Adaptive
3,Society_D,106,20.25,11.0,0.5,0.626162,4.123238549578124,Stable Adaptive,Stable Adaptive
3,Society_D,107,18.125,11.0,0.5,0.514171,3.485204838721952,Stable Adaptive,Stable Adaptive
3,Society_D,108,16.625,11.0,-0.7,0.455099,2.891620223178902,Phantom Type II,Phantom Type II
3,Society_D,109,18.0,9.0,0.0,0.50468,3.4198322944358965,Stable Adaptive,Stable Adaptive
3,Society_D,110,17.625,9.0,0.0,0.493629,3.1052419056779823,Stable Adaptive,Stable Adaptive
3,Society_D,111,17.5,9.0,-0.6,0.487096,2.9021360336420488,Strained,Strained
3,Society_D,112,17.125,9.0,-0.6,0.4755,2.858966897975722,Strained,Strained
3,Society_D,113,16.75,10.0,-0.6,0.453969,2.7641438348095124,Strained,Strained
3,Society_D,114,13.75,6.0,-1.5,0.351866,2.0750811935635123,Phantom Type II,Phantom Type II
3,Society_D,115,16.375,9.0,-0.5,0.430196,2.599850450165851,Strained,Strained
3,Society_D,116,17.25,10.0,-0.6,0.464494,2.8251071637028344,Strained,Strained
3,Society_D,117,16.375,7.0,-1.0,0.431526,2.3884615083437843,Phantom Type II,Phantom Type II
3,Society_D,118,17.0,9.0,-0.5,0.45041,2.663365157403878,Strained,Strained
3,Society_D,119,15.5,10.0,-1.4,0.379754,2.4552700352568326,Phantom Type II,Phantom Type II
3,Society_D,120,16.875,12.0,0.0,0.437566,3.0091082244886174,Stable Adaptive,Stable Adaptive
3,Society_D,121,16.125,7.0,-1.5,0.412975,2.4021643532870556,Phantom Type II,Phantom Type II
3,Society_D,122,17.875,10.0,-0.6,0.458017,2.8100029113581786,Strained,Strained
3,Society_D,123,18.5,12.0,0.0,0.4939,3.2242182960382575,Stable Adaptive,Stable Adaptive
3,Society_D,124,19.125,13.0,0.7,0.501518,3.2527486852074095,Stable Adaptive,Stable Adaptive
3,Society_E,0,11.375,9.0,0.48,0.377945,2.74260293818727,Stable Adaptive,Stable Adaptive
3,Society_E,1,11.375,9.0,0.48,0.377945,2.74260293818727,Stable Adaptive,Stable Adaptive
3,Society_E,2,11.375,9.0,0.48,0.377945,2.74260293818727,Stable Adaptive,Stable Adaptive
3,Society_E,3,11.375,9.0,0.48,0.377945,2.74260293818727,Stable Adaptive,Stable Adaptive
3,Society_E,4,11.375,9.0,0.48,0.377945,2.74260293818727,Stable Adaptive,Stable Adaptive
3,Society_E,5,11.625,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,6,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,7,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,8,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,9,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,10,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,11,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,12,11.75,9.0,0.48,0.384663,2.7689651251378065,Stable Adaptive,Stable Adaptive
3,Society_E,13,11.375,9.0,0.48,0.364917,2.68974908517031,Stable Adaptive,Stable Adaptive
3,Society_E,14,11.375,9.0,0.48,0.364917,2.68974908517031,Stable Adaptive,Stable Adaptive
3,Society_E,15,10.8125,8.0,0.32,0.356568,2.656238216813528,Stable Adaptive,Stable Adaptive
3,Society_E,16,9.25,5.5,0.09,0.308353,2.0323563838762437,Strained,Strained
3,Society_E,17,9.25,5.5,0.09,0.308353,2.0323563838762437,Strained,Strained
3,Society_E,18,8.875,5.5,0.09,0.292926,1.9721532618408342,Strained,Strained
3,Society_E,19,8.875,5.5,0.09,0.292926,1.9721532618408342,Strained,Strained
3,Society_E,20,8.875,5.5,0.09,0.292926,1.9721532618408342,Strained,Strained
3,Society_E,21,8.875,5.5,0.09,0.292926,1.9721532618408342,Strained,Strained
3,Society_E,22,8.25,5.5,0.0,0.273429,1.891699739973776,Strained,Strained
3,Society_E,23,7.0,5.0,-0.16,0.24247,1.7563436990689896,Strained,Strained
3,Society_E,24,6.75,5.0,-0.16,0.234407,1.6402457950467193,Strained,Strained
3,Society_E,25,5.4375,4.0,-0.32,0.207849,1.517089691090356,Unclassified,Strained
3,Society_E,26,5.0,3.5,-0.24,0.196776,1.405626976897842,Local Node Failure,Local Node Failure
3,Society_E,27,4.75,2.5,-0.36,0.190297,1.3115200090292725,Local Node Failure,Local Node Failure
3,Society_E,28,3.5,1.5,-0.32,0.165999,1.1202236834945152,Local Node Failure,Local Node Failure
3,Society_E,29,2.875,-0.5,-0.48,0.155767,1.0141903599290103,Systemic Crisis,Systemic Crisis
3,Society_E,30,2.875,-0.5,-0.48,0.155767,1.0141903599290103,Systemic Crisis,Systemic Crisis
3,Society_E,31,2.875,-0.5,-0.48,0.155767,1.0141903599290103,Systemic Crisis,Systemic Crisis
3,Society_E,32,4.6875,3.0,-0.48,0.185051,1.348562954374326,Local Node Failure,Local Node Failure
3,Society_E,33,5.1875,3.0,-0.48,0.192567,1.3855243164876248,Local Node Failure,Local Node Failure
3,Society_E,34,6.0625,5.0,-0.25,0.202451,1.5165266197064284,Strained,Strained
3,Society_E,35,6.4375,5.0,-0.2,0.206065,1.5312453467020406,Strained,Strained
3,Society_E,36,7.9375,6.5,-0.25,0.256949,1.9067979140969697,Strained,Strained
3,Society_E,37,8.8125,8.5,0.24,0.26892,2.07464406116943,Strained,Strained
3,Society_E,38,9.3125,7.5,0.0,0.277065,1.993510419212425,Strained,Strained
3,Society_E,39,11.125,9.5,0.36,0.315741,2.321497564389817,Stable Adaptive,Stable Adaptive
3,Society_E,40,11.125,9.5,0.36,0.315741,2.321497564389817,Stable Adaptive,Stable Adaptive
3,Society_E,41,11.125,9.5,0.36,0.315741,2.321497564389817,Stable Adaptive,Stable Adaptive
3,Society_E,42,11.375,9.5,0.5,0.326557,2.46322592092327,Stable Adaptive,Stable Adaptive
3,Society_E,43,12.0,10.5,0.72,0.356503,2.6403522985600283,Stable Adaptive,Stable Adaptive
3,Society_E,44,12.0,10.5,0.72,0.356503,2.6403522985600283,Stable Adaptive,Stable Adaptive
3,Society_E,45,12.5625,11.0,0.72,0.389032,2.9296859850508667,Stable Adaptive,Stable Adaptive
3,Society_E,46,12.9375,9.5,0.5,0.393478,2.74363013048687,Stable Adaptive,Stable Adaptive
3,Society_E,47,12.9375,9.5,0.5,0.393478,2.74363013048687,Stable Adaptive,Stable Adaptive
3,Society_E,48,13.5625,9.5,0.5,0.430398,2.882024862470793,Stable Adaptive,Stable Adaptive
3,Society_E,49,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,50,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,51,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,52,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,53,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,54,13.8125,10.5,0.75,0.44417,3.1204829493547606,Stable Adaptive,Stable Adaptive
3,Society_E,55,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,56,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,57,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,58,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,59,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,60,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,61,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,62,14.0625,11.5,1.0,0.459151,3.3741586836524986,Stable Adaptive,Stable Adaptive
3,Society_E,63,13.6875,11.5,1.0,0.435467,3.278438945556741,Stable Adaptive,Stable Adaptive
3,Society_E,64,13.6875,11.5,1.0,0.435467,3.278438945556741,Stable Adaptive,Stable Adaptive
3,Society_E,65,12.3125,11.5,1.0,0.415101,3.18655325406522,Stable Adaptive,Stable Adaptive
3,Society_E,66,11.5,9.5,0.5,0.377467,2.846923527546332,Stable Adaptive,Stable Adaptive
3,Society_E,67,11.5,9.5,0.5,0.377467,2.846923527546332,Stable Adaptive,Stable Adaptive
3,Society_E,68,11.125,9.5,0.5,0.358674,2.7176483229143726,Stable Adaptive,Stable Adaptive
3,Society_E,69,11.125,9.5,0.5,0.358674,2.7176483229143726,Stable Adaptive,Stable Adaptive
3,Society_E,70,11.125,9.5,0.5,0.358674,2.7176483229143726,Stable Adaptive,Stable Adaptive
3,Society_E,71,11.125,9.5,0.5,0.358674,2.7176483229143726,Stable Adaptive,Stable Adaptive
3,Society_E,72,10.5,7.5,0.0,0.336976,2.3583488292751005,Stable Adaptive,Stable Adaptive
3,Society_E,73,9.3125,7.0,0.0,0.303613,2.14144494388587,Strained,Strained
3,Society_E,74,9.3125,7.0,0.0,0.303613,2.14144494388587,Strained,Strained
3,Society_E,75,8.125,4.0,-0.32,0.261226,1.7403059843561615,Strained,Strained
3,Society_E,76,7.125,4.0,-0.32,0.240394,1.6655836828888888,Strained,Strained
3,Society_E,77,7.125,4.0,-0.32,0.240394,1.6655836828888888,Strained,Strained
3,Society_E,78,5.9375,3.5,-0.32,0.214011,1.487414768960463,Local Node Failure,Local Node Failure
3,Society_E,79,5.3125,0.5,-0.48,0.200468,1.2457382449330097,Local Node Failure,Local Node Failure
3,Society_E,80,5.3125,0.5,-0.48,0.200468,1.2457382449330097,Local Node Failure,Local Node Failure
3,Society_E,81,5.3125,0.5,-0.48,0.200468,1.2457382449330097,Local Node Failure,Local Node Failure
3,Society_E,82,5.3125,0.5,-0.48,0.200468,1.2457382449330097,Local Node Failure,Local Node Failure
3,Society_E,83,5.375,2.0,-0.48,0.199057,1.3095897880300122,Local Node Failure,Local Node Failure
3,Society_E,84,5.375,2.0,-0.48,0.199057,1.3095897880300122,Local Node Failure,Local Node Failure
3,Society_E,85,5.0625,2.0,-0.64,0.191177,1.2988797667315781,Local Node Failure,Local Node Failure
3,Society_E,86,4.125,1.0,-0.48,0.166138,1.0966051007683026,Local Node Failure,Local Node Failure
3,Society_E,87,4.125,1.0,-0.48,0.166138,1.0966051007683026,Local Node Failure,Local Node Failure
3,Society_E,88,4.1875,1.0,-0.48,0.16505,1.092894890724381,Local Node Failure,Local Node Failure
3,Society_E,89,4.1875,1.0,-0.48,0.16505,1.092894890724381,Local Node Failure,Local Node Failure
3,Society_E,90,4.1875,1.0,-0.48,0.16505,1.092894890724381,Local Node Failure,Local Node Failure
3,Society_E,91,4.1875,1.0,-0.48,0.16505,1.092894890724381,Local Node Failure,Local Node Failure
3,Society_E,92,5.0625,2.0,-0.36,0.186506,1.2667374184619742,Local Node Failure,Local Node Failure
3,Society_E,93,6.25,3.0,-0.48,0.217369,1.4797172217448697,Local Node Failure,Local Node Failure
3,Society_E,94,6.5,4.0,-0.32,0.22428,1.6033119497383157,Strained,Strained
3,Society_E,95,7.5,4.0,-0.32,0.241731,1.6700281715316274,Strained,Strained
3,Society_E,96,8.375,5.5,-0.2,0.265675,1.8398788690933483,Strained,Strained
3,Society_E,97,8.625,6.5,0.0,0.274332,1.9920430882054312,Strained,Strained
3,Society_E,98,9.8125,7.5,0.0,0.312847,2.2663665784070437,Strained,Strained
3,Society_E,99,10.6875,8.5,0.25,0.351764,2.5740555390084956,Stable Adaptive,Stable Adaptive
3,Society_E,100,10.6875,8.5,0.25,0.351764,2.5740555390084956,Stable Adaptive,Stable Adaptive
3,Society_E,101,10.4375,8.5,0.25,0.339616,2.5240355605007205,Stable Adaptive,Stable Adaptive
3,Society_E,102,9.8125,7.5,0.0,0.318879,2.2908024874767348,Strained,Strained
3,Society_E,103,9.25,6.5,-0.25,0.301779,2.086299211447936,Strained,Strained
3,Society_E,104,7.6875,4.0,-0.4,0.256196,1.7170942463170007,Strained,Strained
3,Society_E,105,6.6875,4.0,-0.4,0.236575,1.645473977397324,Strained,Strained
3,Society_E,106,6.125,3.0,-0.48,0.223554,1.4746973848098892,Local Node Failure,Local Node Failure
3,Society_E,107,5.5,1.0,-0.64,0.209395,1.3238288278193342,Local Node Failure,Local Node Failure
3,Society_E,108,5.25,0.0,-0.64,0.203334,1.2391792416537943,Local Node Failure,Local Node Failure
3,Society_E,109,5.625,1.0,-0.5,0.212472,1.3545219779369302,Local Node Failure,Local Node Failure
3,Society_E,110,6.8125,3.5,-0.6,0.23756,1.6079395505532454,Local Node Failure,Local Node Failure
3,Society_E,111,7.1875,4.5,-0.4,0.249013,1.762094132018745,Strained,Strained
3,Society_E,112,9.25,7.5,0.0,0.301488,2.197480251411506,Strained,Strained
3,Society_E,113,9.625,8.5,0.25,0.316602,2.4128946872559895,Strained,Strained
3,Society_E,114,10.8125,9.5,0.5,0.350587,2.6868620586127365,Stable Adaptive,Stable Adaptive
3,Society_E,115,11.1875,9.5,0.5,0.36914,2.7920246819459025,Stable Adaptive,Stable Adaptive
3,Society_E,116,10.5625,8.5,0.25,0.338561,2.5191531928474955,Stable Adaptive,Stable Adaptive
3,Society_E,117,9.5,7.5,0.0,0.305058,2.209978106361266,Strained,Strained
3,Society_E,118,7.8125,5.0,-0.16,0.260226,1.8532863858725852,Strained,Strained
3,Society_E,119,6.75,4.0,-0.32,0.233055,1.6125459255278245,Strained,Strained
3,Society_E,120,6.125,3.0,-0.48,0.214573,1.444133908138658,Local Node Failure,Local Node Failure
3,Society_E,121,6.125,3.0,-0.48,0.214573,1.444133908138658,Local Node Failure,Local Node Failure
3,Society_E,122,6.125,3.0,-0.48,0.214573,1.444133908138658,Local Node Failure,Local Node Failure
3,Society_E,123,6.1875,3.0,-0.48,0.220351,1.4842708005913092,Local Node Failure,Local Node Failure
3,Society_E,124,6.25,3.0,-0.48,0.223362,1.4739591508650935,Local Node Failure,Local Node Failure
3,Society_E,125,6.25,3.0,-0.48,0.223362,1.4739591508650935,Local Node Failure,Local Node Failure
3,Society_F,0,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,1,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,2,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,3,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,4,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,5,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,6,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
3,Society_F,7,3.8125,-1.0,-0.3,0.169804,1.0593029010888142,Systemic Crisis,Systemic Crisis
