Society,Year,Formalism,System_Bond_Density,System_Bond_Density_0,Decay_Index,Lambda2_Connectivity,Phase,Regime_Label,ESCH_Activation
Germany,1903,JUNO-1.0,0.3839,0.4067,0.0562,2.5118,6,High Coherence,3.45
Germany,1904,JUNO-1.0,0.387,0.4067,0.0485,2.4114,6,High Coherence,3.725
Germany,1905,JUNO-1.0,0.3854,0.4067,0.0525,2.4515,6,High Coherence,3.5
Germany,1906,JUNO-1.0,0.388,0.4067,0.046,2.3694,6,High Coherence,3.525
Germany,1907,JUNO-1.0,0.3934,0.4067,0.0328,2.43,6,High Coherence,3.775
Germany,1908,JUNO-1.0,0.3953,0.4067,0.0282,2.3531,6,High Coherence,3.65
Germany,1909,JUNO-1.0,0.3913,0.4067,0.0379,2.5439,6,High Coherence,3.7
Germany,1910,JUNO-1.0,0.3917,0.4067,0.0369,2.4931,6,High Coherence,3.7
Germany,1911,JUNO-1.0,0.379,0.4067,0.0681,2.3906,6,High Coherence,3.55
Germany,1912,JUNO-1.0,0.3898,0.4067,0.0415,2.5546,6,High Coherence,3.525
Germany,1913,JUNO-1.0,0.3926,0.4067,0.0348,2.5093,6,High Coherence,3.5
Germany,1914,JUNO-1.0,0.35,0.4067,0.1395,2.3789,6,High Coherence,2.675
Germany,1915,JUNO-1.0,0.2963,0.4067,0.2714,1.9513,5,Stable Integration,1.35
Germany,1916,JUNO-1.0,0.2398,0.4067,0.4104,1.5035,4,Moderate Stress,-0.075
Germany,1917,JUNO-1.0,0.1894,0.4067,0.5343,1.1161,3,Fragmentation,-1.575
Germany,1918,JUNO-1.0,0.125,0.4067,0.6927,0.8286,1,Systemic Collapse,-4.225
Germany,1919,JUNO-1.0,0.1405,0.4067,0.6546,0.8696,1,Systemic Collapse,-3.375
Germany,1920,JUNO-1.0,0.1504,0.4067,0.6301,1.0015,2,Acute Crisis,-3.275
Germany,1921,JUNO-1.0,0.1399,0.4067,0.656,0.9907,1,Systemic Collapse,-3.475
Germany,1922,JUNO-1.0,0.1303,0.4067,0.6796,0.8237,1,Systemic Collapse,-3.9
Germany,1923,JUNO-1.0,0.0887,0.4067,0.7819,0.5412,1,Systemic Collapse,-5.575
Germany,1924,JUNO-1.0,0.2202,0.4067,0.4586,1.4803,4,Moderate Stress,-0.925
Germany,1925,JUNO-1.0,0.3132,0.4067,0.23,2.0506,6,High Coherence,1.425
Germany,1926,JUNO-1.0,0.3143,0.4067,0.2273,2.1141,6,High Coherence,1.675
Germany,1927,JUNO-1.0,0.333,0.4067,0.1812,2.2058,6,High Coherence,1.975
Germany,1928,JUNO-1.0,0.3325,0.4067,0.1825,2.1141,6,High Coherence,1.95
Germany,1929,JUNO-1.0,0.238,0.4067,0.4147,1.4659,4,Moderate Stress,-0.075
Germany,1930,JUNO-1.0,0.1923,0.4067,0.5272,1.19,3,Fragmentation,-1.675
Germany,1931,JUNO-1.0,0.1574,0.4067,0.613,0.9261,2,Acute Crisis,-2.725
Germany,1932,JUNO-1.0,0.1308,0.4067,0.6785,0.823,1,Systemic Collapse,-3.975
Germany,1933,JUNO-1.0,0.2907,0.4067,0.2853,2.1079,5,Stable Integration,0.875
Germany,1934,JUNO-1.0,0.3559,0.4067,0.1249,2.2965,6,High Coherence,2.575
Germany,1935,JUNO-1.0,0.4091,0.4067,-0.0059,2.5641,6,High Coherence,3.75
Germany,1936,JUNO-1.0,0.4521,0.4067,-0.1115,3.1821,6,High Coherence,4.125
Germany,1937,JUNO-1.0,0.44,0.4067,-0.0818,3.1569,6,High Coherence,4.35
Germany,1938,JUNO-1.0,0.4133,0.4067,-0.016,2.5839,6,High Coherence,3.95
Germany,1939,JUNO-1.0,0.399,0.4067,0.0189,2.9531,6,High Coherence,3.45
Germany,1940,JUNO-1.0,0.4429,0.4067,-0.0888,2.988,6,High Coherence,4.3
Germany,1941,JUNO-1.0,0.3498,0.4067,0.1401,2.5797,6,High Coherence,2.75
Germany,1942,JUNO-1.0,0.2961,0.4067,0.272,2.149,5,Stable Integration,1.3
Germany,1943,JUNO-1.0,0.2285,0.4067,0.4381,1.4746,4,Moderate Stress,-0.25
Germany,1944,JUNO-1.0,0.1807,0.4067,0.5558,1.2727,3,Fragmentation,-2.55
Germany,1945,JUNO-1.0,0.0555,0.4067,0.8635,0.3794,1,Systemic Collapse,-7.5
Germany,1946,JUNO-1.0,0.1029,0.4067,0.747,0.7183,1,Systemic Collapse,-4.65
Germany,1947,JUNO-1.0,0.1264,0.4067,0.6893,0.8626,1,Systemic Collapse,-3.575
Germany,1948,JUNO-1.0,0.1956,0.4067,0.519,1.3938,3,Fragmentation,-1.05
Germany,1949,JUNO-1.0,0.261,0.4067,0.3583,1.7261,5,Stable Integration,0.575
Germany,1950,JUNO-1.0,0.2825,0.4067,0.3055,1.7813,5,Stable Integration,1.025
Germany,1951,JUNO-1.0,0.3168,0.4067,0.221,1.9049,6,High Coherence,2.175
Germany,1952,JUNO-1.0,0.3489,0.4067,0.1423,2.2737,6,High Coherence,2.6
Germany,1953,JUNO-1.0,0.3687,0.4067,0.0934,2.4716,6,High Coherence,2.475
Germany,1954,JUNO-1.0,0.3795,0.4067,0.067,2.2965,6,High Coherence,3.125
Germany,1955,JUNO-1.0,0.4098,0.4067,-0.0075,2.9054,6,High Coherence,3.575
Germany,1956,JUNO-1.0,0.417,0.4067,-0.0253,3.0505,6,High Coherence,4.1
Germany,1957,JUNO-1.0,0.4293,0.4067,-0.0555,3.1001,6,High Coherence,4.225
Germany,1958,JUNO-1.0,0.422,0.4067,-0.0374,3.1528,6,High Coherence,4.1
Germany,1959,JUNO-1.0,0.4191,0.4067,-0.0303,3.1141,6,High Coherence,4.05
Germany,1960,JUNO-1.0,0.4297,0.4067,-0.0565,3.1805,6,High Coherence,4.25
Germany,1961,JUNO-1.0,0.395,0.4067,0.029,2.9113,6,High Coherence,3.6
Germany,1962,JUNO-1.0,0.4103,0.4067,-0.0088,3.103,6,High Coherence,3.925
Germany,1963,JUNO-1.0,0.4186,0.4067,-0.0291,3.097,6,High Coherence,4.05
Germany,1964,JUNO-1.0,0.4185,0.4067,-0.0289,3.0727,6,High Coherence,3.925
Germany,1965,JUNO-1.0,0.415,0.4067,-0.0203,3.1078,6,High Coherence,4.325
Germany,1966,JUNO-1.0,0.3926,0.4067,0.0348,2.8409,6,High Coherence,3.125
Germany,1967,JUNO-1.0,0.3735,0.4067,0.0817,2.807,6,High Coherence,3.075
Germany,1968,JUNO-1.0,0.3995,0.4067,0.0178,2.7896,6,High Coherence,3.125
Germany,1969,JUNO-1.0,0.4234,0.4067,-0.0409,3.2268,6,High Coherence,3.925
Germany,1970,JUNO-1.0,0.4414,0.4067,-0.0853,3.3667,6,High Coherence,4.175
Germany,1971,JUNO-1.0,0.4335,0.4067,-0.0658,3.312,6,High Coherence,3.975
Germany,1972,JUNO-1.0,0.4253,0.4067,-0.0455,3.2138,6,High Coherence,3.925
Germany,1973,JUNO-1.0,0.3938,0.4067,0.0318,2.827,6,High Coherence,3.125
Germany,1974,JUNO-1.0,0.3903,0.4067,0.0404,2.7682,6,High Coherence,3.175
Germany,1975,JUNO-1.0,0.3906,0.4067,0.0397,2.7314,6,High Coherence,3.075
Germany,1976,JUNO-1.0,0.3822,0.4067,0.0602,2.7221,6,High Coherence,2.9
Germany,1977,JUNO-1.0,0.3877,0.4067,0.0468,2.7192,6,High Coherence,3.05
Germany,1978,JUNO-1.0,0.3831,0.4067,0.0581,2.6907,6,High Coherence,3.25
Germany,1979,JUNO-1.0,0.3797,0.4067,0.0665,2.6526,6,High Coherence,3.125
Germany,1980,JUNO-1.0,0.3603,0.4067,0.1142,2.6073,6,High Coherence,2.575
Germany,1981,JUNO-1.0,0.339,0.4067,0.1664,2.4583,6,High Coherence,2.425
Germany,1982,JUNO-1.0,0.3611,0.4067,0.1121,2.5877,6,High Coherence,2.525
Germany,1983,JUNO-1.0,0.4294,0.4067,-0.0556,3.0801,6,High Coherence,3.975
Germany,1984,JUNO-1.0,0.422,0.4067,-0.0374,2.8817,6,High Coherence,3.75
Germany,1985,JUNO-1.0,0.4295,0.4067,-0.0559,2.9714,6,High Coherence,3.925
Germany,1986,JUNO-1.0,0.421,0.4067,-0.0351,2.8558,6,High Coherence,3.85
Germany,1987,JUNO-1.0,0.4264,0.4067,-0.0483,2.9685,6,High Coherence,3.85
Germany,1988,JUNO-1.0,0.4235,0.4067,-0.0413,2.9241,6,High Coherence,3.675
Germany,1989,JUNO-1.0,0.4211,0.4067,-0.0352,3.2193,6,High Coherence,4.1
Germany,1990,JUNO-1.0,0.3283,0.4067,0.1929,2.2651,6,High Coherence,2.075
Germany,1991,JUNO-1.0,0.3173,0.4067,0.2198,2.1782,6,High Coherence,1.875
Germany,1992,JUNO-1.0,0.2975,0.4067,0.2685,1.9063,5,Stable Integration,1.1
Germany,1993,JUNO-1.0,0.3046,0.4067,0.2511,2.0062,6,High Coherence,1.6
Germany,1994,JUNO-1.0,0.3476,0.4067,0.1454,2.2479,6,High Coherence,2.45
Germany,1995,JUNO-1.0,0.3551,0.4067,0.1268,2.4196,6,High Coherence,2.65
Germany,1996,JUNO-1.0,0.3619,0.4067,0.1103,2.3531,6,High Coherence,2.8
Germany,1997,JUNO-1.0,0.3636,0.4067,0.1062,2.3048,6,High Coherence,2.675
Germany,1998,JUNO-1.0,0.3731,0.4067,0.0826,2.4091,6,High Coherence,2.775
Germany,1999,JUNO-1.0,0.3966,0.4067,0.0249,2.4174,6,High Coherence,3.375
Germany,2000,JUNO-1.0,0.3462,0.4067,0.1489,2.2973,6,High Coherence,2.225
Germany,2001,JUNO-1.0,0.3556,0.4067,0.1258,2.3372,6,High Coherence,2.5
Germany,2002,JUNO-1.0,0.3529,0.4067,0.1323,2.2054,6,High Coherence,2.575
Germany,2003,JUNO-1.0,0.3443,0.4067,0.1535,2.0066,6,High Coherence,2.25
Germany,2004,JUNO-1.0,0.3339,0.4067,0.1792,1.9883,6,High Coherence,2.1
Germany,2005,JUNO-1.0,0.4103,0.4067,-0.0087,2.623,6,High Coherence,3.625
Germany,2006,JUNO-1.0,0.4124,0.4067,-0.0138,2.6457,6,High Coherence,3.9
Germany,2007,JUNO-1.0,0.4051,0.4067,0.0041,2.7242,6,High Coherence,3.425
Germany,2008,JUNO-1.0,0.3419,0.4067,0.1594,2.2359,6,High Coherence,2.45
Germany,2009,JUNO-1.0,0.3136,0.4067,0.229,2.0982,6,High Coherence,1.675
Germany,2010,JUNO-1.0,0.3838,0.4067,0.0564,2.8361,6,High Coherence,3.45
Germany,2011,JUNO-1.0,0.3927,0.4067,0.0346,2.863,6,High Coherence,3.35
Germany,2012,JUNO-1.0,0.3831,0.4067,0.058,2.7922,6,High Coherence,3.35
Germany,2013,JUNO-1.0,0.3905,0.4067,0.0399,2.8952,6,High Coherence,3.625
Germany,2014,JUNO-1.0,0.3911,0.4067,0.0386,2.8418,6,High Coherence,3.425
Germany,2015,JUNO-1.0,0.3294,0.4067,0.1903,2.2765,6,High Coherence,2.075
Germany,2016,JUNO-1.0,0.3331,0.4067,0.181,2.3882,6,High Coherence,2.525
Germany,2017,JUNO-1.0,0.3503,0.4067,0.1388,2.475,6,High Coherence,2.625
Germany,2018,JUNO-1.0,0.3868,0.4067,0.049,2.72,6,High Coherence,3.625
Germany,2019,JUNO-1.0,0.3676,0.4067,0.0962,2.6779,6,High Coherence,2.65
Germany,2020,JUNO-1.0,0.2826,0.4067,0.3052,1.9387,5,Stable Integration,0.85
Germany,2021,JUNO-1.0,0.3064,0.4067,0.2468,2.0433,6,High Coherence,2.075
Germany,2022,JUNO-1.0,0.244,0.4067,0.4002,1.7358,4,Moderate Stress,-0.625
Germany,2023,JUNO-1.0,0.2353,0.4067,0.4216,1.7484,4,Moderate Stress,-0.75
Germany,2024,JUNO-1.0,0.2207,0.4067,0.4574,1.5305,4,Moderate Stress,-1.0
Germany,2025,JUNO-1.0,0.2578,0.4067,0.3663,1.813,5,Stable Integration,0.125
Germany,2026,JUNO-1.0,0.2575,0.4067,0.367,1.7426,5,Stable Integration,0.1
India,1875,JUNO-1.0,0.1528,0.1528,0.0,0.8035,2,Acute Crisis,-1.4
India,1880,JUNO-1.0,0.1525,0.1528,0.0021,0.7929,2,Acute Crisis,-1.3
India,1885,JUNO-1.0,0.1636,0.1528,-0.0707,0.8682,2,Acute Crisis,-1.025
India,1890,JUNO-1.0,0.1627,0.1528,-0.0645,0.8656,2,Acute Crisis,-1.05
India,1895,JUNO-1.0,0.1547,0.1528,-0.0121,0.7713,2,Acute Crisis,-1.425
India,1900,JUNO-1.0,0.1611,0.1528,-0.0543,0.8514,2,Acute Crisis,-0.95
India,1905,JUNO-1.0,0.1578,0.1528,-0.0327,0.8773,2,Acute Crisis,-1.225
India,1910,JUNO-1.0,0.1654,0.1528,-0.0823,0.8756,2,Acute Crisis,-0.825
India,1915,JUNO-1.0,0.1634,0.1528,-0.0694,0.8706,2,Acute Crisis,-0.85
India,1920,JUNO-1.0,0.1605,0.1528,-0.0499,1.0095,2,Acute Crisis,-1.675
India,1925,JUNO-1.0,0.1547,0.1528,-0.0124,0.8454,2,Acute Crisis,-1.4
India,1930,JUNO-1.0,0.1388,0.1528,0.0917,0.7262,1,Systemic Collapse,-2.725
India,1935,JUNO-1.0,0.1657,0.1528,-0.0839,0.8762,2,Acute Crisis,-0.975
India,1940,JUNO-1.0,0.1557,0.1528,-0.0189,0.8048,2,Acute Crisis,-1.45
India,1945,JUNO-1.0,0.122,0.1528,0.2017,0.5859,1,Systemic Collapse,-3.125
India,1950,JUNO-1.0,0.1821,0.1528,-0.1913,1.084,3,Fragmentation,-1.9
India,1955,JUNO-1.0,0.2285,0.1528,-0.4953,1.3386,4,Moderate Stress,-0.3
India,1960,JUNO-1.0,0.2584,0.1528,-0.6909,1.4343,5,Stable Integration,0.575
India,1965,JUNO-1.0,0.212,0.1528,-0.3874,1.2855,4,Moderate Stress,-0.7
India,1970,JUNO-1.0,0.233,0.1528,-0.5245,1.3785,4,Moderate Stress,-0.0
India,1975,JUNO-1.0,0.1892,0.1528,-0.2382,1.1176,3,Fragmentation,-1.05
India,1980,JUNO-1.0,0.2335,0.1528,-0.5281,1.4492,4,Moderate Stress,-0.075
India,1985,JUNO-1.0,0.2299,0.1528,-0.5039,1.4333,4,Moderate Stress,-0.275
India,1990,JUNO-1.0,0.1768,0.1528,-0.157,1.1483,3,Fragmentation,-1.675
India,1995,JUNO-1.0,0.2168,0.1528,-0.4187,1.3044,4,Moderate Stress,-0.4
India,2000,JUNO-1.0,0.2746,0.1528,-0.7965,1.487,5,Stable Integration,1.175
India,2005,JUNO-1.0,0.3103,0.1528,-1.0301,1.8272,6,High Coherence,2.075
India,2010,JUNO-1.0,0.2622,0.1528,-0.7159,1.6456,5,Stable Integration,1.0
India,2015,JUNO-1.0,0.2915,0.1528,-0.9073,1.7666,5,Stable Integration,1.5
India,2020,JUNO-1.0,0.2148,0.1528,-0.4053,1.1253,4,Moderate Stress,-0.425
India,2026,JUNO-1.0,0.2638,0.1528,-0.7264,1.5548,5,Stable Integration,1.0
Iran,1875,JUNO-1.0,0.2311,0.2311,0.0,1.525,4,Moderate Stress,-0.55
Iran,1876,JUNO-1.0,0.2271,0.2311,0.0172,1.5964,4,Moderate Stress,-0.4
Iran,1877,JUNO-1.0,0.2276,0.2311,0.0152,1.4458,4,Moderate Stress,-0.65
Iran,1878,JUNO-1.0,0.2205,0.2311,0.0456,1.3654,4,Moderate Stress,-0.775
Iran,1879,JUNO-1.0,0.226,0.2311,0.022,1.3524,4,Moderate Stress,-0.7
Iran,1880,JUNO-1.0,0.2328,0.2311,-0.0075,1.4418,4,Moderate Stress,-0.775
Iran,1881,JUNO-1.0,0.225,0.2311,0.0262,1.5246,4,Moderate Stress,-0.6
Iran,1882,JUNO-1.0,0.2314,0.2311,-0.0016,1.5023,4,Moderate Stress,-0.45
Iran,1883,JUNO-1.0,0.2385,0.2311,-0.032,1.5076,4,Moderate Stress,-0.35
Iran,1884,JUNO-1.0,0.2345,0.2311,-0.0149,1.5385,4,Moderate Stress,-0.475
Iran,1885,JUNO-1.0,0.2405,0.2311,-0.0406,1.5588,4,Moderate Stress,-0.3
Iran,1886,JUNO-1.0,0.2397,0.2311,-0.0375,1.5913,4,Moderate Stress,-0.125
Iran,1887,JUNO-1.0,0.2365,0.2311,-0.0234,1.5749,4,Moderate Stress,-0.65
Iran,1888,JUNO-1.0,0.243,0.2311,-0.0517,1.5512,4,Moderate Stress,-0.45
Iran,1889,JUNO-1.0,0.2243,0.2311,0.0293,1.5338,4,Moderate Stress,-0.475
Iran,1890,JUNO-1.0,0.2309,0.2311,0.0009,1.5009,4,Moderate Stress,-0.5
Iran,1891,JUNO-1.0,0.1614,0.2311,0.3017,0.9934,2,Acute Crisis,-2.725
Iran,1892,JUNO-1.0,0.2316,0.2311,-0.0024,1.5187,4,Moderate Stress,-0.85
Iran,1893,JUNO-1.0,0.227,0.2311,0.0175,1.4826,4,Moderate Stress,-0.55
Iran,1894,JUNO-1.0,0.2337,0.2311,-0.0113,1.5318,4,Moderate Stress,-0.6
Iran,1895,JUNO-1.0,0.2249,0.2311,0.0269,1.5238,4,Moderate Stress,-0.6
Iran,1896,JUNO-1.0,0.1852,0.2311,0.1987,1.0817,3,Fragmentation,-1.975
Iran,1897,JUNO-1.0,0.1905,0.2311,0.1756,1.2624,3,Fragmentation,-1.375
Iran,1898,JUNO-1.0,0.1937,0.2311,0.1616,1.275,3,Fragmentation,-1.4
Iran,1899,JUNO-1.0,0.1914,0.2311,0.1717,1.2454,3,Fragmentation,-1.45
Iran,1900,JUNO-1.0,0.2011,0.2311,0.1297,1.3252,4,Moderate Stress,-1.325
Iran,1901,JUNO-1.0,0.1976,0.2311,0.1447,1.3204,3,Fragmentation,-1.475
Iran,1902,JUNO-1.0,0.1865,0.2311,0.193,1.1614,3,Fragmentation,-1.625
Iran,1903,JUNO-1.0,0.1937,0.2311,0.162,1.304,3,Fragmentation,-1.05
Iran,1904,JUNO-1.0,0.1956,0.2311,0.1534,1.2776,3,Fragmentation,-1.375
Iran,1905,JUNO-1.0,0.159,0.2311,0.3121,1.0763,2,Acute Crisis,-2.875
Iran,1906,JUNO-1.0,0.144,0.2311,0.377,0.9473,1,Systemic Collapse,-3.325
Iran,1907,JUNO-1.0,0.1338,0.2311,0.4208,0.7798,1,Systemic Collapse,-4.175
Iran,1908,JUNO-1.0,0.1223,0.2311,0.4708,0.7982,1,Systemic Collapse,-4.925
Iran,1909,JUNO-1.0,0.1381,0.2311,0.4025,0.9317,1,Systemic Collapse,-4.225
Iran,1910,JUNO-1.0,0.142,0.2311,0.3854,0.9663,1,Systemic Collapse,-3.75
Iran,1911,JUNO-1.0,0.1405,0.2311,0.3921,0.8609,1,Systemic Collapse,-3.775
Iran,1912,JUNO-1.0,0.1096,0.2311,0.5257,0.6668,1,Systemic Collapse,-4.875
Iran,1913,JUNO-1.0,0.1007,0.2311,0.5642,0.6749,1,Systemic Collapse,-5.525
Iran,1914,JUNO-1.0,0.1049,0.2311,0.546,0.6865,1,Systemic Collapse,-4.85
Iran,1915,JUNO-1.0,0.1036,0.2311,0.5516,0.6234,1,Systemic Collapse,-4.9
Iran,1916,JUNO-1.0,0.1046,0.2311,0.5474,0.6587,1,Systemic Collapse,-5.275
Iran,1917,JUNO-1.0,0.1019,0.2311,0.559,0.6293,1,Systemic Collapse,-5.175
Iran,1918,JUNO-1.0,0.1143,0.2311,0.5053,0.7811,1,Systemic Collapse,-4.425
Iran,1919,JUNO-1.0,0.0987,0.2311,0.5727,0.5894,1,Systemic Collapse,-5.2
Iran,1920,JUNO-1.0,0.1015,0.2311,0.5607,0.5955,1,Systemic Collapse,-5.45
Iran,1921,JUNO-1.0,0.1336,0.2311,0.4217,0.8658,1,Systemic Collapse,-3.775
Iran,1922,JUNO-1.0,0.1707,0.2311,0.2615,1.2004,3,Fragmentation,-2.075
Iran,1923,JUNO-1.0,0.1601,0.2311,0.3073,1.1446,2,Acute Crisis,-2.6
Iran,1924,JUNO-1.0,0.1615,0.2311,0.301,1.0591,2,Acute Crisis,-2.2
Iran,1925,JUNO-1.0,0.213,0.2311,0.0781,1.5523,4,Moderate Stress,-0.525
Iran,1926,JUNO-1.0,0.314,0.2311,-0.3587,2.2905,6,High Coherence,1.5
Iran,1927,JUNO-1.0,0.3152,0.2311,-0.3642,2.2744,6,High Coherence,1.35
Iran,1928,JUNO-1.0,0.3087,0.2311,-0.3359,2.2578,6,High Coherence,1.3
Iran,1929,JUNO-1.0,0.311,0.2311,-0.3457,2.2434,6,High Coherence,1.2
Iran,1930,JUNO-1.0,0.3247,0.2311,-0.405,2.4094,6,High Coherence,1.675
Iran,1931,JUNO-1.0,0.3036,0.2311,-0.3137,2.2341,6,High Coherence,1.65
Iran,1932,JUNO-1.0,0.3194,0.2311,-0.3824,2.258,6,High Coherence,1.65
Iran,1933,JUNO-1.0,0.3187,0.2311,-0.3792,2.2331,6,High Coherence,1.9
Iran,1934,JUNO-1.0,0.3219,0.2311,-0.3931,2.3373,6,High Coherence,2.05
Iran,1935,JUNO-1.0,0.3174,0.2311,-0.3734,2.2817,6,High Coherence,1.8
Iran,1936,JUNO-1.0,0.3126,0.2311,-0.3526,2.275,6,High Coherence,1.575
Iran,1937,JUNO-1.0,0.3152,0.2311,-0.3638,2.2301,6,High Coherence,1.7
Iran,1938,JUNO-1.0,0.3,0.2311,-0.2981,2.1786,5,Stable Integration,1.475
Iran,1939,JUNO-1.0,0.296,0.2311,-0.281,2.1173,5,Stable Integration,1.4
Iran,1940,JUNO-1.0,0.3063,0.2311,-0.3256,2.2175,6,High Coherence,1.55
Iran,1941,JUNO-1.0,0.1345,0.2311,0.4181,0.8384,1,Systemic Collapse,-3.85
Iran,1942,JUNO-1.0,0.168,0.2311,0.2731,1.0856,2,Acute Crisis,-2.2
Iran,1943,JUNO-1.0,0.156,0.2311,0.3251,0.9898,2,Acute Crisis,-2.025
Iran,1944,JUNO-1.0,0.1611,0.2311,0.303,1.0596,2,Acute Crisis,-2.35
Iran,1945,JUNO-1.0,0.1681,0.2311,0.2726,1.1388,2,Acute Crisis,-2.175
Iran,1946,JUNO-1.0,0.1568,0.2311,0.3216,1.0238,2,Acute Crisis,-2.525
Iran,1947,JUNO-1.0,0.153,0.2311,0.3377,0.9345,2,Acute Crisis,-2.7
Iran,1948,JUNO-1.0,0.2064,0.2311,0.1066,1.5316,4,Moderate Stress,-0.875
Iran,1949,JUNO-1.0,0.2123,0.2311,0.0811,1.5791,4,Moderate Stress,-0.925
Iran,1950,JUNO-1.0,0.215,0.2311,0.0696,1.5222,4,Moderate Stress,-1.3
Iran,1951,JUNO-1.0,0.1804,0.2311,0.2194,1.0995,3,Fragmentation,-1.775
Iran,1952,JUNO-1.0,0.1561,0.2311,0.3245,1.0129,2,Acute Crisis,-2.775
Iran,1953,JUNO-1.0,0.1323,0.2311,0.4275,0.7728,1,Systemic Collapse,-4.475
Iran,1954,JUNO-1.0,0.2741,0.2311,-0.1861,2.0842,5,Stable Integration,0.65
Iran,1955,JUNO-1.0,0.2707,0.2311,-0.1714,2.0008,5,Stable Integration,0.8
Iran,1956,JUNO-1.0,0.2805,0.2311,-0.2137,2.099,5,Stable Integration,0.75
Iran,1957,JUNO-1.0,0.2734,0.2311,-0.1832,2.0552,5,Stable Integration,0.725
Iran,1958,JUNO-1.0,0.2709,0.2311,-0.1724,2.0324,5,Stable Integration,1.05
Iran,1959,JUNO-1.0,0.2715,0.2311,-0.175,2.0324,5,Stable Integration,1.0
Iran,1960,JUNO-1.0,0.2826,0.2311,-0.223,2.1456,5,Stable Integration,0.95
Iran,1961,JUNO-1.0,0.2579,0.2311,-0.1162,1.8931,5,Stable Integration,0.675
Iran,1962,JUNO-1.0,0.2768,0.2311,-0.1979,2.07,5,Stable Integration,0.7
Iran,1963,JUNO-1.0,0.2488,0.2311,-0.0766,1.9357,4,Moderate Stress,0.0
Iran,1964,JUNO-1.0,0.3026,0.2311,-0.3097,2.1933,6,High Coherence,1.775
Iran,1965,JUNO-1.0,0.3037,0.2311,-0.3141,2.2723,6,High Coherence,1.6
Iran,1966,JUNO-1.0,0.2991,0.2311,-0.2945,2.1423,5,Stable Integration,1.675
Iran,1967,JUNO-1.0,0.3179,0.2311,-0.3759,2.4099,6,High Coherence,1.575
Iran,1968,JUNO-1.0,0.3423,0.2311,-0.4811,2.4278,6,High Coherence,2.6
Iran,1969,JUNO-1.0,0.3567,0.2311,-0.5438,2.4818,6,High Coherence,2.75
Iran,1970,JUNO-1.0,0.338,0.2311,-0.4627,2.2241,6,High Coherence,2.525
Iran,1971,JUNO-1.0,0.3453,0.2311,-0.4942,2.4136,6,High Coherence,2.975
Iran,1972,JUNO-1.0,0.3488,0.2311,-0.5093,2.3689,6,High Coherence,2.55
Iran,1973,JUNO-1.0,0.3658,0.2311,-0.5829,2.5923,6,High Coherence,2.8
Iran,1974,JUNO-1.0,0.362,0.2311,-0.5666,2.5837,6,High Coherence,2.9
Iran,1975,JUNO-1.0,0.3538,0.2311,-0.5309,2.4199,6,High Coherence,2.875
Iran,1976,JUNO-1.0,0.2628,0.2311,-0.1371,1.9265,5,Stable Integration,1.025
Iran,1977,JUNO-1.0,0.2285,0.2311,0.011,1.6347,4,Moderate Stress,-0.325
Iran,1978,JUNO-1.0,0.1386,0.2311,0.4002,0.9224,1,Systemic Collapse,-2.85
Iran,1979,JUNO-1.0,0.1037,0.2311,0.5514,0.7026,1,Systemic Collapse,-4.7
Iran,1980,JUNO-1.0,0.1295,0.2311,0.4396,0.7736,1,Systemic Collapse,-4.575
Iran,1981,JUNO-1.0,0.1433,0.2311,0.3797,0.9029,1,Systemic Collapse,-3.825
Iran,1982,JUNO-1.0,0.1343,0.2311,0.4187,0.9015,1,Systemic Collapse,-4.35
Iran,1983,JUNO-1.0,0.1642,0.2311,0.2895,1.1292,2,Acute Crisis,-3.25
Iran,1984,JUNO-1.0,0.1502,0.2311,0.3502,0.9761,2,Acute Crisis,-3.1
Iran,1985,JUNO-1.0,0.1608,0.2311,0.3043,0.9743,2,Acute Crisis,-3.175
Iran,1986,JUNO-1.0,0.158,0.2311,0.3165,1.0581,2,Acute Crisis,-3.6
Iran,1987,JUNO-1.0,0.1685,0.2311,0.2706,1.1155,2,Acute Crisis,-3.125
Iran,1988,JUNO-1.0,0.1778,0.2311,0.2306,1.0976,3,Fragmentation,-2.325
Iran,1989,JUNO-1.0,0.2097,0.2311,0.0925,1.4222,4,Moderate Stress,-0.95
Iran,1990,JUNO-1.0,0.265,0.2311,-0.1468,1.8813,5,Stable Integration,0.225
Iran,1991,JUNO-1.0,0.2591,0.2311,-0.1213,1.9602,5,Stable Integration,0.3
Iran,1992,JUNO-1.0,0.2501,0.2311,-0.0824,1.9166,5,Stable Integration,-0.125
Iran,1993,JUNO-1.0,0.2548,0.2311,-0.1027,1.9036,5,Stable Integration,0.125
Iran,1994,JUNO-1.0,0.2502,0.2311,-0.0827,1.8905,5,Stable Integration,0.05
Iran,1995,JUNO-1.0,0.2482,0.2311,-0.0739,1.934,4,Moderate Stress,-0.2
Iran,1996,JUNO-1.0,0.2603,0.2311,-0.1263,1.9572,5,Stable Integration,-0.05
Iran,1997,JUNO-1.0,0.2601,0.2311,-0.1255,1.8551,5,Stable Integration,0.05
Iran,1998,JUNO-1.0,0.2603,0.2311,-0.1266,1.954,5,Stable Integration,0.35
Iran,1999,JUNO-1.0,0.262,0.2311,-0.134,1.969,5,Stable Integration,0.2
Iran,2000,JUNO-1.0,0.262,0.2311,-0.1338,1.9208,5,Stable Integration,-0.05
Iran,2001,JUNO-1.0,0.2434,0.2311,-0.0533,1.6954,4,Moderate Stress,-0.325
