Society,Year,Rupture_Incoming,Is_Rupture_Year,Mean_S,Mean_K,SK_Ratio,Mean_NodeValue,Mean_BondStrength,Archive_V,Archive_S,Helm_V,Reactivity_Ratio,Cog_Gap
Singapore,1946,0,0,7.625,3.75,2.033,3.0,0.1591,1.5,8.0,2.0,1.081,0.267
Singapore,1947,0,0,6.125,5.0,1.225,6.875,0.2264,7.0,6.0,6.5,1.149,0.067
Singapore,1948,0,0,6.875,5.5,1.25,7.0,0.2141,11.5,5.0,8.5,1.111,3.733
Singapore,1949,0,0,5.125,6.375,0.804,10.5,0.2999,13.5,4.0,12.0,1.067,2.4
Singapore,1950,0,0,6.125,6.75,0.907,9.0,0.2454,12.5,5.0,7.5,0.667,-3.467
Singapore,1951,0,0,4.0,7.75,0.516,13.688,0.3791,16.5,3.0,14.0,1.0,0.033
Singapore,1952,0,0,5.25,7.0,0.75,11.688,0.3182,15.5,4.0,12.0,1.133,1.633
Singapore,1953,0,0,4.5,7.0,0.643,12.75,0.3653,17.0,3.0,14.5,1.19,2.267
Singapore,1954,0,0,5.75,7.25,0.793,11.688,0.3059,15.5,4.0,9.0,0.889,-0.5
Singapore,1955,0,0,7.75,6.75,1.148,8.562,0.218,11.5,6.0,2.0,0.983,-2.3
Singapore,1956,0,0,7.25,6.5,1.115,8.5,0.2269,14.5,5.0,8.0,1.019,1.067
Singapore,1957,0,0,6.875,6.5,1.058,8.688,0.2336,14.5,5.0,8.0,1.029,0.567
Singapore,1958,0,0,6.0,6.5,0.923,9.562,0.2633,15.5,4.0,9.0,1.092,0.9
Singapore,1959,0,0,6.625,6.625,1.0,9.688,0.2571,14.5,5.0,12.5,1.094,1.633
Singapore,1960,0,0,5.375,6.75,0.796,11.438,0.3174,16.0,4.0,13.5,1.2,2.833
Singapore,1961,0,0,6.0,6.75,0.889,10.562,0.2852,16.0,4.0,10.5,1.092,2.5
Singapore,1962,1,0,5.25,6.75,0.778,11.75,0.3289,16.0,4.0,13.5,1.25,3.333
Singapore,1963,1,0,7.125,6.375,1.118,8.688,0.236,15.0,5.0,12.5,1.127,2.7
Singapore,1964,1,0,8.0,5.75,1.391,6.562,0.197,15.0,5.0,11.5,1.068,1.967
Singapore,1965,0,1,8.125,5.75,1.413,6.75,0.1981,14.0,6.0,12.0,1.042,2.267
Singapore,1966,0,0,6.0,6.375,0.941,10.188,0.285,15.0,5.0,16.0,1.092,2.433
Singapore,1967,0,0,5.0,6.875,0.727,12.625,0.3583,17.0,4.0,17.0,1.111,2.067
Singapore,1968,0,0,4.5,7.75,0.581,14.625,0.4057,18.5,4.0,18.5,1.061,2.333
Singapore,1969,0,0,4.375,7.875,0.556,15.188,0.424,18.5,4.0,18.5,1.111,2.7
Singapore,1970,0,0,3.75,8.25,0.455,16.938,0.4915,18.5,4.0,20.5,1.111,2.033
Singapore,1971,0,0,4.375,7.875,0.556,15.688,0.4417,18.5,4.0,19.5,1.111,2.433
Singapore,1972,0,0,3.875,8.125,0.477,16.625,0.4808,18.5,4.0,20.5,1.053,1.533
Singapore,1973,0,0,6.0,7.875,0.762,13.812,0.3476,18.5,4.0,16.5,1.19,2.633
Singapore,1974,0,0,6.625,7.375,0.898,12.312,0.3112,17.5,5.0,16.5,1.278,4.5
Singapore,1975,0,0,4.75,7.875,0.603,15.125,0.4134,18.5,4.0,17.5,1.212,3.133
Singapore,1976,0,0,4.25,8.125,0.523,16.125,0.4505,18.5,4.0,19.5,1.167,3.133
Singapore,1977,0,0,3.875,8.25,0.47,16.812,0.4826,18.5,4.0,20.5,1.204,2.367
Singapore,1978,0,0,3.75,8.25,0.455,17.062,0.496,18.5,4.0,20.5,1.111,2.233
Singapore,1979,0,0,4.875,8.25,0.591,16.188,0.4365,18.5,4.0,20.0,1.288,2.967
Singapore,1980,0,0,4.125,8.75,0.471,17.562,0.4864,18.5,4.0,22.0,1.228,2.5
Singapore,1981,0,0,4.0,8.875,0.451,18.0,0.5026,21.0,3.0,20.0,1.14,1.6
Singapore,1982,0,0,4.0,8.875,0.451,18.25,0.5103,21.0,3.0,20.0,1.14,1.467
Singapore,1983,0,0,4.375,8.875,0.493,17.75,0.4805,21.0,3.0,19.0,1.111,1.733
Singapore,1984,0,0,4.875,8.75,0.557,17.0,0.4471,21.0,3.0,16.0,1.042,0.8
Singapore,1985,0,0,6.25,8.25,0.758,14.688,0.3615,20.0,4.0,16.0,1.207,3.767
Singapore,1986,0,0,5.375,8.25,0.652,15.938,0.4153,20.0,4.0,19.0,1.319,4.167
Singapore,1987,0,0,5.25,8.875,0.592,16.812,0.4249,20.0,4.0,20.0,0.926,1.3
Singapore,1988,0,0,3.875,9.125,0.425,18.938,0.5322,21.0,3.0,21.0,0.917,0.7
Singapore,1989,0,0,3.5,9.5,0.368,19.812,0.5654,22.0,3.0,22.0,1.078,1.567
Singapore,1990,0,0,3.625,9.5,0.382,19.75,0.5585,22.0,3.0,21.0,1.019,1.2
Singapore,1991,0,0,3.625,9.5,0.382,19.625,0.5542,22.0,3.0,20.0,1.019,1.0
Singapore,1992,0,0,3.5,9.5,0.368,19.875,0.5687,22.0,3.0,22.0,1.078,1.4
Singapore,1993,0,0,3.375,9.5,0.355,20.188,0.5862,22.0,3.0,22.0,0.98,0.567
Singapore,1994,0,0,3.75,9.5,0.395,19.812,0.5572,22.0,3.0,21.0,0.965,0.5
Singapore,1995,0,0,3.875,9.5,0.408,19.438,0.5386,22.0,3.0,22.0,1.204,1.5
Singapore,1996,0,0,4.0,9.5,0.421,19.312,0.5297,22.0,3.0,22.0,1.14,1.3
Singapore,1997,0,0,5.75,9.125,0.63,16.812,0.4084,21.0,4.0,20.0,1.173,2.633
Singapore,1998,0,0,6.875,8.625,0.797,14.938,0.3451,21.0,4.0,19.0,1.29,4.967
Singapore,1999,0,0,4.75,9.125,0.521,18.062,0.4745,22.0,3.0,21.0,1.212,2.5
Singapore,2000,0,0,3.625,9.5,0.382,20.062,0.5736,22.0,3.0,22.0,1.176,1.433
Singapore,2001,0,0,6.25,9.125,0.685,16.25,0.3804,21.0,4.0,20.0,1.207,3.867
Singapore,2002,0,0,5.0,9.25,0.541,18.125,0.4651,21.0,4.0,21.0,1.232,3.133
Singapore,2003,0,0,6.375,8.625,0.739,15.5,0.3725,21.0,4.0,20.0,1.264,5.867
Singapore,2004,0,0,4.25,9.25,0.459,18.875,0.5158,22.0,3.0,21.0,1.167,2.733
Singapore,2005,0,0,4.125,9.625,0.429,19.625,0.5352,22.0,3.0,21.0,1.083,1.8
Singapore,2006,0,0,4.0,9.625,0.416,19.688,0.541,22.0,3.0,21.0,1.14,1.9
Singapore,2007,0,0,3.625,9.625,0.377,20.062,0.5691,22.0,3.0,22.0,1.176,1.967
Singapore,2008,0,0,6.125,9.125,0.671,16.438,0.3902,22.0,3.0,20.0,1.149,2.033
Singapore,2009,0,0,4.875,9.25,0.527,18.062,0.4674,22.0,3.0,21.0,1.042,0.9
Singapore,2010,0,0,4.875,9.5,0.513,18.062,0.4634,22.0,3.0,19.0,1.429,4.1
Singapore,2011,0,0,6.375,9.125,0.699,15.062,0.352,21.0,4.0,12.5,1.369,4.367
Singapore,2012,0,0,6.0,8.875,0.676,15.062,0.3647,21.0,4.0,13.5,1.41,5.433
Singapore,2013,0,0,6.875,8.75,0.786,13.75,0.3166,21.0,4.0,12.5,1.111,1.733
Singapore,2014,0,0,5.25,9.25,0.568,17.062,0.4304,22.0,3.0,17.0,1.25,3.033
Singapore,2015,0,0,4.125,9.5,0.434,19.25,0.5307,22.0,3.0,22.0,1.771,5.467
Singapore,2016,0,0,5.0,9.25,0.541,17.688,0.4547,22.0,3.0,20.0,1.364,3.5
Singapore,2017,0,0,6.0,9.125,0.658,15.75,0.3783,21.0,4.0,10.5,1.092,2.533
Singapore,2018,0,0,5.5,9.375,0.587,17.312,0.4244,17.0,7.0,18.0,1.154,2.9
Singapore,2019,0,0,4.875,9.625,0.506,18.312,0.4653,18.0,6.0,20.0,1.159,2.367
Singapore,2020,0,0,7.25,8.5,0.853,14.438,0.3335,21.0,4.0,16.0,1.556,10.033
Singapore,2021,0,0,6.625,8.75,0.757,15.188,0.3582,21.0,4.0,16.0,1.488,8.033
Singapore,2022,0,0,5.375,9.25,0.581,17.5,0.4399,22.0,3.0,19.0,1.449,5.067
Singapore,2023,0,0,6.0,9.375,0.64,16.562,0.3926,21.0,4.0,12.0,1.092,1.167
Singapore,2024,0,0,4.25,9.75,0.436,19.688,0.5293,22.0,3.0,20.0,1.316,2.433
Singapore,2025,0,0,4.25,9.75,0.436,19.688,0.5293,22.0,3.0,20.0,1.316,2.433
South Africa,1900,0,0,9.0,5.5,1.636,3.875,0.1383,8.0,8.0,-3.5,1.0,1.667
South Africa,1901,0,0,8.0,6.0,1.333,5.875,0.1715,10.0,7.0,0.0,1.0,0.333
South Africa,1902,0,0,6.0,7.25,0.828,10.875,0.2781,13.5,6.0,6.5,0.833,-1.267
South Africa,1903,0,0,5.625,7.75,0.726,12.25,0.3119,13.0,6.0,13.5,0.92,-0.133
South Africa,1904,0,0,5.5,7.75,0.71,12.5,0.3209,13.0,6.0,13.5,0.952,0.267
South Africa,1905,0,0,5.625,7.5,0.75,12.125,0.3155,13.0,6.0,10.0,0.92,-1.4
South Africa,1906,0,0,5.25,7.625,0.689,12.875,0.3408,14.0,5.0,10.0,0.926,-0.733
South Africa,1907,0,0,4.0,7.875,0.508,15.188,0.4362,16.5,4.0,15.5,1.0,-0.5
South Africa,1908,0,0,3.5,8.0,0.438,15.875,0.4688,17.5,3.0,17.5,1.078,0.067
South Africa,1909,0,0,2.75,8.5,0.324,17.562,0.5409,20.5,2.0,20.0,1.389,2.233
South Africa,1910,0,0,2.875,8.5,0.338,17.625,0.5438,20.5,2.0,20.5,1.528,2.867
South Africa,1911,0,0,2.875,8.5,0.338,17.625,0.5438,20.5,2.0,20.5,1.528,2.867
South Africa,1912,0,0,2.875,8.5,0.338,17.625,0.5438,20.5,2.0,20.5,1.528,2.867
South Africa,1913,0,0,2.875,8.5,0.338,17.625,0.5438,20.5,2.0,20.5,1.528,2.867
South Africa,1914,0,0,7.125,7.75,0.919,10.812,0.2567,12.0,7.0,10.0,0.769,-1.1
South Africa,1915,0,0,5.5,8.25,0.667,13.5,0.3368,15.0,5.0,13.5,0.952,0.533
South Africa,1916,0,0,5.5,8.25,0.667,13.5,0.3368,15.0,5.0,13.5,0.952,0.533
South Africa,1917,0,0,5.625,8.25,0.682,13.375,0.3327,15.0,5.0,13.5,1.012,0.867
South Africa,1918,0,0,4.5,8.0,0.562,14.75,0.405,16.0,4.0,14.5,1.061,0.4
South Africa,1919,0,0,5.5,7.125,0.772,11.938,0.3232,13.0,5.0,11.5,1.049,-0.367
South Africa,1920,0,0,5.625,7.125,0.789,11.812,0.3179,13.0,5.0,10.5,1.012,-0.567
South Africa,1921,0,0,6.25,6.625,0.943,9.938,0.2713,9.5,6.0,7.0,1.111,0.7
South Africa,1922,0,0,8.375,6.75,1.241,7.5,0.1925,8.5,7.0,5.5,0.992,0.8
South Africa,1923,0,0,6.0,7.0,0.857,10.812,0.2855,12.0,6.0,9.5,1.0,1.033
South Africa,1924,0,0,4.375,7.5,0.583,13.812,0.3897,15.0,4.0,12.5,0.985,0.5
South Africa,1925,0,0,4.0,7.875,0.508,15.125,0.4337,15.0,4.0,16.0,0.873,-1.133
South Africa,1926,0,0,4.0,7.875,0.508,15.125,0.4337,15.0,4.0,16.0,0.873,-1.133
South Africa,1927,0,0,4.0,7.875,0.508,15.125,0.4337,15.0,4.0,16.0,0.873,-1.133
South Africa,1928,0,0,4.0,7.875,0.508,15.125,0.4337,15.0,4.0,16.0,0.873,-1.133
South Africa,1929,0,0,4.0,7.875,0.508,15.125,0.4337,15.0,4.0,16.0,0.873,-1.133
South Africa,1930,0,0,7.25,6.75,1.074,9.562,0.2462,11.0,7.0,10.5,1.176,2.767
South Africa,1931,0,0,8.0,6.0,1.333,6.75,0.1928,7.5,8.0,7.0,1.14,2.8
South Africa,1932,0,0,8.0,6.0,1.333,6.75,0.1928,7.5,8.0,7.0,1.14,2.8
South Africa,1933,0,0,5.625,7.125,0.789,11.438,0.3057,13.0,5.0,11.5,1.012,0.433
South Africa,1934,0,0,3.25,8.5,0.382,17.312,0.5182,19.5,3.0,19.5,1.222,2.367
South Africa,1935,0,0,3.25,8.5,0.382,17.312,0.5182,19.5,3.0,19.5,1.222,2.367
South Africa,1936,0,0,3.25,8.5,0.382,17.312,0.5182,19.5,3.0,19.5,1.222,2.367
South Africa,1937,0,0,3.25,8.5,0.382,17.312,0.5182,19.5,3.0,19.5,1.222,2.367
South Africa,1938,0,0,3.25,8.5,0.382,17.312,0.5182,19.5,3.0,19.5,1.222,2.367
South Africa,1939,0,0,5.375,8.25,0.652,14.188,0.3618,16.5,5.0,12.0,0.988,1.633
South Africa,1940,0,0,5.25,8.5,0.618,14.688,0.371,16.5,5.0,14.0,1.026,1.367
South Africa,1941,0,0,4.625,8.5,0.544,15.625,0.4189,18.5,4.0,14.0,1.014,1.267
South Africa,1942,0,0,4.25,8.5,0.5,16.0,0.4385,18.5,4.0,15.0,1.032,1.333
South Africa,1943,0,0,4.25,8.5,0.5,16.0,0.4385,18.5,4.0,15.0,1.032,1.333
South Africa,1944,0,0,4.25,8.5,0.5,16.0,0.4385,18.5,4.0,15.0,1.032,1.333
South Africa,1945,0,0,4.375,8.375,0.522,15.562,0.4257,18.5,4.0,15.0,1.111,1.167
South Africa,1946,0,0,6.125,7.0,0.875,10.812,0.2857,12.0,6.0,9.5,1.056,0.233
South Africa,1947,0,0,6.125,7.0,0.875,10.812,0.2857,12.0,6.0,9.5,1.056,0.233
South Africa,1948,0,0,6.25,7.125,0.877,11.062,0.2893,14.0,6.0,7.5,1.207,4.367
South Africa,1949,0,0,6.125,7.25,0.845,11.688,0.3036,14.0,6.0,10.5,1.25,5.367
South Africa,1950,0,0,5.625,7.375,0.763,12.562,0.3331,15.0,5.0,13.5,1.458,6.767
South Africa,1951,0,0,5.625,7.375,0.763,12.562,0.3331,15.0,5.0,13.5,1.458,6.767
South Africa,1952,0,0,5.625,7.375,0.763,12.562,0.3331,15.0,5.0,13.5,1.458,6.767
South Africa,1953,0,0,5.625,7.375,0.763,12.562,0.3331,15.0,5.0,13.5,1.458,6.767
South Africa,1954,0,0,5.625,7.375,0.763,12.562,0.3331,15.0,5.0,13.5,1.458,6.767
South Africa,1955,0,0,6.375,7.375,0.864,11.812,0.2995,14.0,6.0,12.5,1.369,6.633
South Africa,1956,0,0,6.75,7.625,0.885,11.875,0.2885,14.0,6.0,13.0,1.237,6.733
South Africa,1957,1,0,6.75,7.625,0.885,11.875,0.2885,14.0,6.0,13.0,1.237,6.733
South Africa,1958,1,0,6.75,7.625,0.885,11.875,0.2885,14.0,6.0,13.0,1.237,6.733
South Africa,1959,1,0,6.75,7.625,0.885,11.875,0.2885,14.0,6.0,13.0,1.237,6.733
South Africa,1960,0,1,9.125,7.0,1.304,7.812,0.1819,12.0,8.0,12.0,1.037,9.567
South Africa,1961,0,0,6.875,7.75,0.887,12.0,0.2878,17.5,5.0,15.0,1.389,10.133
South Africa,1962,0,0,6.0,8.125,0.738,13.625,0.3388,18.5,4.0,16.0,1.533,9.0
South Africa,1963,0,0,6.0,8.125,0.738,13.625,0.3388,18.5,4.0,16.0,1.533,9.0
South Africa,1964,0,0,5.125,8.125,0.631,14.75,0.3942,19.5,3.0,17.5,1.75,8.933
South Africa,1965,0,0,4.75,8.125,0.585,15.125,0.4154,19.5,3.0,18.5,1.852,9.0
South Africa,1966,0,0,4.25,8.375,0.507,16.312,0.4628,19.5,3.0,19.5,1.875,7.167
South Africa,1967,0,0,4.25,8.375,0.507,16.312,0.4628,19.5,3.0,19.5,1.875,7.167
South Africa,1968,0,0,4.25,8.375,0.507,16.312,0.4628,19.5,3.0,19.5,1.875,7.167
South Africa,1969,0,0,4.25,8.375,0.507,16.312,0.4628,19.5,3.0,19.5,1.875,7.167
South Africa,1970,0,0,4.25,8.375,0.507,16.312,0.4628,19.5,3.0,19.5,1.875,7.167
South Africa,1971,0,0,5.125,7.625,0.672,13.562,0.3664,16.0,4.0,15.0,1.439,4.633
South Africa,1972,0,0,5.125,7.625,0.672,13.562,0.3664,16.0,4.0,15.0,1.439,4.633
South Africa,1973,1,0,6.5,7.25,0.897,11.125,0.2809,14.5,5.0,14.0,1.322,5.533
South Africa,1974,1,0,7.0,7.25,0.966,10.625,0.2608,13.5,6.0,13.0,1.162,4.733
South Africa,1975,1,0,7.125,7.25,0.983,10.562,0.2579,14.0,6.0,12.5,1.127,4.633
South Africa,1976,0,1,8.75,6.375,1.373,6.812,0.1791,8.5,9.0,7.5,0.985,4.233
South Africa,1977,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1978,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1979,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1980,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1981,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1982,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1983,0,0,6.75,7.125,0.947,10.812,0.2726,14.0,6.0,13.0,1.061,3.967
South Africa,1984,0,0,8.375,6.625,1.264,8.0,0.2032,9.5,8.0,8.5,1.057,3.467
South Africa,1985,0,0,9.25,6.125,1.51,5.875,0.1645,8.5,9.0,7.5,1.014,3.8
South Africa,1986,0,0,9.25,6.125,1.51,5.875,0.1645,8.5,9.0,7.5,1.014,3.8
South Africa,1987,0,0,9.25,6.125,1.51,5.875,0.1645,8.5,9.0,7.5,1.014,3.8
South Africa,1988,0,0,8.375,6.75,1.241,8.312,0.2067,9.5,8.0,11.0,1.057,3.967
South Africa,1989,0,0,7.5,7.0,1.071,9.625,0.2398,10.0,8.0,8.5,1.036,1.533
South Africa,1990,0,0,7.625,6.75,1.13,9.0,0.2303,13.5,7.0,5.5,1.009,1.6
South Africa,1991,0,0,8.5,5.875,1.447,6.188,0.1819,10.0,8.0,2.0,0.969,0.833
South Africa,1992,0,0,8.25,6.125,1.347,6.875,0.1934,13.5,7.0,2.0,1.016,1.933
South Africa,1993,0,0,6.5,7.5,0.867,11.375,0.2835,17.5,5.0,8.5,0.96,0.867
South Africa,1994,0,0,3.375,8.5,0.397,17.562,0.5208,20.5,2.0,19.5,1.333,1.967
South Africa,1995,0,0,3.5,8.5,0.412,17.438,0.5111,20.5,2.0,19.5,1.25,1.767
South Africa,1996,0,0,3.5,8.5,0.412,17.438,0.5111,20.5,2.0,19.5,1.25,1.767
South Africa,1997,0,0,3.5,8.5,0.412,17.438,0.5111,20.5,2.0,19.5,1.25,1.767
South Africa,1998,0,0,3.5,8.5,0.412,17.438,0.5111,20.5,2.0,19.5,1.25,1.767
South Africa,1999,0,0,5.125,7.75,0.661,13.812,0.3675,16.0,4.0,15.0,1.304,3.167
South Africa,2000,0,0,5.125,7.75,0.661,13.812,0.3675,16.0,4.0,15.0,1.304,3.167
South Africa,2001,0,0,5.125,7.75,0.661,13.812,0.3675,16.0,4.0,15.0,1.304,3.167
South Africa,2002,0,0,4.75,8.125,0.585,14.938,0.3996,16.0,4.0,15.0,1.212,2.033
South Africa,2003,0,0,4.5,8.375,0.537,15.625,0.4206,16.0,4.0,15.0,1.061,0.2
South Africa,2004,0,0,4.5,8.375,0.537,15.625,0.4206,16.0,4.0,15.0,1.061,0.2
South Africa,2005,0,0,4.625,8.375,0.552,15.312,0.4075,16.0,4.0,12.5,1.014,-0.3
South Africa,2006,0,0,5.375,7.875,0.683,13.75,0.3557,15.0,5.0,10.5,0.988,-0.133
South Africa,2007,0,0,6.375,7.0,0.911,10.688,0.2779,10.5,7.0,7.0,0.99,0.033
South Africa,2008,0,0,7.625,6.125,1.245,7.375,0.2065,7.5,8.0,4.0,1.009,0.867
South Africa,2009,0,0,6.75,6.625,1.019,9.25,0.2458,11.5,6.0,9.5,1.146,3.333
South Africa,2010,0,0,6.25,7.0,0.893,10.938,0.285,11.5,6.0,10.5,1.022,0.433
South Africa,2011,0,0,6.25,7.0,0.893,10.938,0.285,11.5,6.0,10.5,1.022,0.433
South Africa,2012,0,0,7.5,5.875,1.277,7.0,0.2037,8.5,7.0,7.0,1.036,1.6
South Africa,2013,0,0,7.5,5.875,1.277,7.0,0.2037,8.5,7.0,7.0,1.036,1.6
South Africa,2014,0,0,8.25,5.125,1.61,4.375,0.1593,5.0,8.0,3.5,1.016,1.133
South Africa,2015,0,0,9.125,4.375,2.086,1.688,0.121,1.5,9.0,0.0,0.978,0.567
South Africa,2016,0,0,9.0,4.25,2.118,1.312,0.1164,-2.0,10.0,-1.5,1.0,-0.033
South Africa,2017,0,0,9.0,4.25,2.118,1.312,0.1164,-2.0,10.0,-1.5,1.0,-0.033
South Africa,2018,1,0,7.375,5.5,1.341,6.062,0.1901,7.0,8.0,6.0,0.991,2.233
South Africa,2019,1,0,6.625,6.125,1.082,8.562,0.2411,10.5,7.0,8.5,1.01,2.5
South Africa,2020,1,0,8.5,5.625,1.511,5.188,0.1657,7.5,8.0,7.5,1.167,5.367
South Africa,2021,0,1,9.75,4.125,2.364,0.188,0.0989,0.0,10.0,0.0,1.042,2.433
South Africa,2022,0,0,8.875,4.25,2.088,1.5,0.1192,1.0,9.0,1.0,1.085,2.133
South Africa,2023,0,0,9.75,3.25,3.0,-1.875,0.0792,-2.5,10.0,-2.5,1.042,1.8
South Africa,2024,0,0,9.75,3.25,3.0,-1.875,0.0792,-2.5,10.0,-2.5,1.042,1.8
South Africa,2025,0,0,9.75,3.25,3.0,-1.875,0.0792,-2.5,10.0,-2.5,1.042,1.8
Sweden,1900,0,0,4.0,7.25,0.552,14.688,0.4415,18.5,3.0,14.0,1.14,1.1
Sweden,1901,0,0,4.0,7.375,0.542,15.0,0.4493,18.5,3.0,14.0,1.14,1.6
Sweden,1902,0,0,4.25,7.375,0.576,14.5,0.4277,18.5,3.0,12.0,1.167,1.867
Sweden,1903,0,0,3.875,7.375,0.525,15.25,0.462,18.5,3.0,14.0,1.204,2.0
Sweden,1904,0,0,3.875,7.375,0.525,15.625,0.4765,18.5,3.0,14.0,1.204,1.0
Sweden,1905,0,0,4.5,7.5,0.6,14.75,0.4278,18.5,3.0,9.0,0.942,-0.4
Sweden,1906,0,0,3.75,7.625,0.492,16.312,0.4961,18.5,3.0,14.0,1.275,0.767
Sweden,1907,0,0,3.75,8.0,0.469,16.812,0.5007,18.5,3.0,16.0,1.275,0.5
Sweden,1908,0,0,4.0,8.0,0.5,16.312,0.4776,18.5,3.0,14.0,1.296,0.767
Sweden,1909,0,0,6.75,6.875,0.982,10.312,0.2831,18.5,3.0,10.0,1.667,8.233
Sweden,1910,0,0,4.0,7.75,0.516,16.062,0.4751,18.5,3.0,16.0,1.471,2.5
Sweden,1911,0,0,4.0,7.75,0.516,16.062,0.4751,18.5,3.0,16.0,1.471,2.5
Sweden,1912,0,0,3.75,7.75,0.484,16.562,0.5007,18.5,3.0,16.0,1.275,1.167
Sweden,1913,0,0,3.75,7.75,0.484,16.562,0.5007,18.5,3.0,16.0,1.275,1.167
Sweden,1914,0,0,5.375,7.75,0.694,14.312,0.3823,17.5,4.0,10.0,1.09,1.833
Sweden,1915,0,0,5.5,7.625,0.721,14.062,0.3774,17.5,4.0,12.0,1.389,5.167
Sweden,1916,0,0,6.0,7.5,0.8,13.375,0.354,17.5,4.0,11.0,1.533,7.267
Sweden,1917,0,0,7.625,6.5,1.173,9.5,0.2566,16.5,5.0,6.0,1.324,8.0
Sweden,1918,0,0,7.5,6.75,1.111,10.312,0.2669,15.5,6.0,11.5,1.275,7.167
Sweden,1919,0,0,5.625,7.125,0.789,13.625,0.3756,16.5,5.0,15.5,1.333,4.733
Sweden,1920,0,0,4.625,7.625,0.607,15.375,0.4385,17.5,4.0,16.5,1.417,2.733
Sweden,1921,0,0,3.625,8.125,0.446,17.25,0.5165,19.5,3.0,19.5,1.354,1.467
Sweden,1922,0,0,3.875,7.625,0.508,16.0,0.4819,19.5,3.0,12.5,1.204,0.533
Sweden,1923,0,0,3.875,7.625,0.508,16.0,0.4819,19.5,3.0,12.5,1.204,0.533
Sweden,1924,0,0,3.875,7.625,0.508,16.125,0.4861,19.5,3.0,12.5,1.204,0.2
Sweden,1925,0,0,3.875,7.625,0.508,16.0,0.4811,19.5,3.0,12.5,1.204,0.0
Sweden,1926,0,0,3.75,7.875,0.476,16.312,0.4883,19.5,3.0,11.5,1.111,-1.367
Sweden,1927,0,0,3.75,7.875,0.476,16.312,0.4883,19.5,3.0,11.5,1.111,-1.367
Sweden,1928,0,0,3.625,8.0,0.453,16.812,0.5053,19.5,3.0,12.5,1.019,-2.167
Sweden,1929,0,0,3.375,8.0,0.422,17.062,0.5224,19.5,3.0,13.5,0.98,-2.3
Sweden,1930,0,0,4.0,8.125,0.492,16.562,0.4799,19.5,3.0,12.5,1.14,-1.5
Sweden,1931,0,0,5.25,7.75,0.677,14.188,0.3861,19.5,3.0,10.5,1.377,2.167
Sweden,1932,0,0,6.125,7.0,0.875,12.0,0.3344,19.0,4.0,12.5,1.474,6.133
Sweden,1933,0,0,4.5,7.5,0.6,15.0,0.4372,19.5,3.0,16.5,1.491,3.733
Sweden,1934,0,0,3.625,7.875,0.46,16.75,0.5074,19.5,3.0,17.5,1.354,1.733
Sweden,1935,0,0,3.5,8.0,0.438,17.125,0.5201,19.5,3.0,17.5,1.25,0.733
Sweden,1936,0,0,3.375,8.375,0.403,17.75,0.5341,19.5,3.0,19.5,1.146,0.667
Sweden,1937,0,0,3.125,8.625,0.362,18.562,0.5655,19.5,3.0,19.5,1.111,0.1
Sweden,1938,0,0,3.0,8.875,0.338,19.25,0.5885,19.5,3.0,19.5,1.0,-0.667
Sweden,1939,0,0,4.25,8.625,0.493,17.812,0.5028,20.0,4.0,18.5,1.316,2.9
Sweden,1940,0,0,5.875,8.5,0.691,15.562,0.3925,20.0,5.0,16.5,1.346,6.233
Sweden,1941,0,0,5.75,8.5,0.676,15.688,0.397,20.0,5.0,15.5,1.282,5.367
Sweden,1942,0,0,5.0,8.625,0.58,16.812,0.4468,21.0,4.0,17.5,1.364,5.033
Sweden,1943,0,0,4.0,9.0,0.444,18.688,0.5306,22.0,3.0,18.5,1.471,4.833
Sweden,1944,0,0,3.875,8.5,0.456,17.375,0.4993,19.5,3.0,16.5,1.204,1.667
Sweden,1945,0,0,3.125,8.875,0.352,18.875,0.5675,19.5,3.0,19.5,1.111,0.333
Sweden,1946,0,0,3.25,8.875,0.366,18.812,0.5611,20.0,3.0,16.5,1.042,-0.833
Sweden,1947,0,0,3.0,9.0,0.333,19.75,0.6065,20.0,3.0,17.5,1.0,-0.933
Sweden,1948,0,0,2.625,9.25,0.284,20.688,0.654,23.0,2.0,19.5,0.833,-0.767
Sweden,1949,0,0,2.25,9.5,0.237,21.625,0.7033,23.0,2.0,21.0,0.833,-0.867
Sweden,1950,0,0,2.25,9.5,0.237,21.625,0.7033,23.0,2.0,21.0,0.833,-0.867
Sweden,1951,0,0,2.25,9.625,0.234,21.812,0.7069,23.0,2.0,21.0,0.833,-0.567
Sweden,1952,0,0,2.25,9.625,0.234,21.812,0.7069,23.0,2.0,21.0,0.833,-0.567
Sweden,1953,0,0,2.25,9.625,0.234,21.812,0.7069,23.0,2.0,21.0,0.833,-0.567
Sweden,1954,0,0,2.25,9.625,0.234,21.812,0.7069,23.0,2.0,21.0,0.833,-0.567
