Society,Year,T_Offset,set_id,Mean_C,Mean_K,Mean_S,Mean_A,Mean_NodeValue,Mean_BondStrength,SK_Ratio,Reactivity_Ratio,Cog_Gap,Archive_V,Archive_S,Helm_V,Helm_S,Shield_V,Shield_S
Thailand,1993,T+93,set_2,6.0,6.0,5.0,5.875,9.938,0.2975,0.833,1.0,0.167,10.0,5.0,10.0,5.0,10.0,5.0
Thailand,1994,T+94,set_2,6.0,6.0,5.0,5.875,9.938,0.2975,0.833,1.0,0.167,10.0,5.0,10.0,5.0,10.0,5.0
Thailand,1995,T+95,set_2,6.0,6.0,5.0,5.875,9.938,0.2975,0.833,1.0,0.167,10.0,5.0,10.0,5.0,10.0,5.0
Thailand,1996,T+96,set_2,6.0,6.0,5.0,5.875,9.938,0.2975,0.833,1.0,0.167,10.0,5.0,10.0,5.0,10.0,5.0
Thailand,1997,T+97,set_2,6.0,6.0,5.0,5.875,9.938,0.2975,0.833,1.0,0.167,10.0,5.0,10.0,5.0,10.0,5.0
Thailand,1998,T+98,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,1999,T+99,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2000,T+100,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2001,T+101,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2002,T+102,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2003,T+103,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2004,T+104,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2005,T+105,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2006,T+106,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2007,T+107,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2008,T+108,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2009,T+109,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2010,T+110,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2011,T+111,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2012,T+112,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2013,T+113,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2014,T+114,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2015,T+115,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2016,T+116,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2017,T+117,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2018,T+118,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2019,T+119,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2020,T+120,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2021,T+121,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2022,T+122,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Thailand,2023,T+123,set_2,7.0,7.0,4.0,5.875,12.938,0.3762,0.571,1.0,0.167,13.0,4.0,13.0,4.0,13.0,4.0
Türkiye,1900,T+0,set_7,3.6,4.225,6.525,4.025,3.312,0.1516,1.544,1.214,5.407,6.7,5.0,4.1,7.2,6.0,6.0
Türkiye,1901,T+1,set_7,3.575,4.175,6.5,4.05,3.275,0.1519,1.557,1.222,5.347,6.7,5.0,4.2,7.0,5.8,6.0
Türkiye,1902,T+2,set_7,3.75,4.45,6.525,4.475,3.912,0.1612,1.466,1.214,5.94,6.9,5.0,7.3,7.0,5.8,6.2
Türkiye,1903,T+3,set_7,3.375,4.225,8.575,4.4,1.225,0.1124,2.03,1.095,6.547,5.3,6.2,5.3,9.0,6.3,8.2
Türkiye,1904,T+4,set_7,3.35,3.575,8.65,4.5,0.525,0.1095,2.42,1.066,6.227,3.3,7.0,4.8,9.0,3.3,9.0
Türkiye,1905,T+5,set_7,5.0,4.975,5.8,5.125,6.738,0.2216,1.166,1.156,6.993,11.0,4.0,11.6,6.2,8.3,6.2
Türkiye,1906,T+6,set_7,5.0,5.1,5.675,5.125,6.988,0.2278,1.113,1.336,8.033,11.8,4.0,12.8,5.0,9.5,5.0
Türkiye,1907,T+7,set_7,5.775,5.925,4.5,5.275,9.838,0.297,0.759,1.333,7.367,14.0,3.0,14.8,4.0,12.3,4.0
Türkiye,1908,T+8,set_7,5.175,5.775,5.5,4.625,7.763,0.2307,0.952,1.389,7.833,13.8,3.0,11.3,5.0,11.5,5.0
Türkiye,1909,T+9,set_7,5.4,5.8,4.75,4.75,8.825,0.2641,0.819,1.212,6.173,14.0,3.0,11.5,5.0,12.3,4.0
Türkiye,1910,T+10,set_7,5.375,5.925,4.75,5.0,9.05,0.2692,0.802,1.212,5.627,13.8,3.0,11.1,5.0,12.3,4.0
Türkiye,1911,T+11,set_7,5.25,5.8,5.25,4.775,8.188,0.2446,0.905,1.133,4.727,13.8,3.0,10.6,5.0,12.3,4.0
Türkiye,1912,T+12,set_7,4.675,5.325,6.0,4.75,6.375,0.2035,1.127,1.0,3.48,10.0,5.0,4.6,8.0,11.5,5.0
Türkiye,1913,T+13,set_7,5.425,5.9,4.65,4.875,9.112,0.2735,0.788,1.258,4.5,13.8,3.0,11.6,4.2,12.3,4.0
Türkiye,1914,T+14,set_7,5.05,5.75,5.75,4.875,7.488,0.224,1.0,0.977,2.433,12.0,4.0,6.6,7.0,9.3,6.0
Türkiye,1915,T+15,set_7,4.3,5.125,6.75,4.875,5.113,0.1767,1.317,0.98,2.793,9.8,5.0,3.6,8.0,8.3,7.0
Türkiye,1916,T+16,set_7,4.325,5.575,6.9,4.5,5.25,0.1678,1.238,1.023,3.707,7.5,6.0,5.6,8.0,11.3,6.2
Türkiye,1917,T+17,set_7,5.3,6.0,5.65,5.125,8.212,0.2383,0.942,1.005,2.9,11.3,4.0,10.3,6.0,9.1,7.2
Türkiye,1918,T+18,set_7,5.0,5.75,6.525,5.0,6.725,0.2027,1.135,0.954,2.013,10.1,5.0,6.6,7.0,7.1,8.2
Türkiye,1919,T+19,set_7,4.975,5.75,6.5,5.125,6.788,0.2039,1.13,0.96,2.22,10.1,5.0,6.6,7.0,7.3,8.0
Türkiye,1920,T+20,set_7,4.625,5.3,6.875,5.25,5.675,0.1877,1.297,0.952,1.667,8.3,6.0,3.8,8.0,8.3,7.0
Türkiye,1921,T+21,set_7,5.575,6.6,4.75,5.4,10.125,0.285,0.72,0.972,2.227,11.7,4.0,13.5,4.0,9.5,6.0
Türkiye,1922,T+22,set_7,5.875,6.675,4.75,5.375,10.487,0.2933,0.712,0.867,1.26,10.7,5.0,14.1,4.0,9.5,6.0
Türkiye,1923,T+23,set_7,5.225,6.625,6.275,5.375,8.262,0.2217,0.947,0.78,0.473,7.1,7.0,10.1,7.0,7.1,8.2
Türkiye,1924,T+24,set_7,4.6,6.375,7.075,5.5,6.65,0.1854,1.11,0.998,3.227,5.3,7.0,9.1,7.2,11.8,6.2
UAE,1970,T+0,set_6,5.5,5.375,4.875,5.125,8.562,0.2713,0.907,1.042,0.1,5.5,5.0,8.0,6.0,6.0,5.0
UAE,1971,T+1,set_6,5.5,5.375,5.125,5.125,8.312,0.2623,0.953,0.962,-0.3,5.5,5.0,7.0,7.0,4.0,6.0
UAE,1972,T+2,set_6,5.875,6.125,4.875,5.25,9.75,0.2844,0.796,1.042,0.4,6.5,5.0,10.0,6.0,7.5,5.0
UAE,1973,T+3,set_6,6.5,6.625,4.625,6.125,11.562,0.3326,0.698,1.136,1.7,8.0,5.0,12.5,5.0,11.0,4.0
UAE,1974,T+4,set_6,6.875,7.375,4.0,6.375,13.438,0.3823,0.542,1.296,2.3,10.0,4.0,15.5,4.0,12.0,4.0
UAE,1975,T+5,set_6,7.5,7.875,3.625,7.125,15.312,0.4443,0.46,1.019,1.033,12.5,4.0,16.0,4.0,13.5,4.0
UAE,1976,T+6,set_6,7.625,7.875,3.5,7.125,15.562,0.4569,0.444,1.078,1.433,12.5,4.0,17.0,3.0,14.5,4.0
UAE,1977,T+7,set_6,8.25,8.625,3.875,7.5,16.75,0.4647,0.449,0.917,-0.4,14.5,4.0,18.0,4.0,15.0,5.0
UAE,1978,T+8,set_6,8.375,8.625,4.25,7.625,16.562,0.4476,0.493,0.909,-0.167,16.0,4.0,18.0,4.0,14.0,6.0
UAE,1979,T+9,set_6,8.25,8.625,4.375,7.625,16.312,0.4358,0.507,0.87,-1.1,17.0,4.0,16.0,5.0,15.0,5.0
UAE,1980,T+10,set_6,8.25,8.625,4.125,7.625,16.562,0.4509,0.478,0.952,-0.7,17.0,4.0,17.0,4.0,15.0,5.0
UAE,1981,T+11,set_6,8.25,8.625,4.25,7.625,16.438,0.4438,0.493,0.909,-0.9,17.0,4.0,17.0,4.0,14.0,6.0
UAE,1982,T+12,set_6,8.25,8.75,4.5,8.0,16.5,0.4361,0.514,0.942,-0.8,17.0,4.0,16.0,5.0,14.0,6.0
UAE,1983,T+13,set_6,8.875,9.25,5.125,8.625,17.312,0.431,0.554,1.067,0.767,18.5,4.0,16.5,6.0,16.5,6.0
UAE,1984,T+14,set_6,8.875,9.25,5.25,8.625,17.188,0.4241,0.568,1.026,0.567,18.5,4.0,16.5,6.0,15.5,7.0
UAE,1985,T+15,set_6,8.875,9.5,5.75,8.875,17.062,0.402,0.605,1.071,1.433,19.5,4.0,15.5,7.0,15.5,8.0
UAE,1986,T+16,set_6,9.25,9.625,3.5,9.125,19.938,0.567,0.364,1.078,1.233,21.0,3.0,19.5,4.0,20.0,4.0
UAE,1987,T+17,set_6,9.25,9.625,3.0,9.125,20.438,0.6063,0.312,1.0,0.967,21.0,3.0,20.5,3.0,21.0,3.0
UAE,1988,T+18,set_6,9.25,9.625,3.0,9.125,20.438,0.6063,0.312,1.0,0.967,21.0,3.0,20.5,3.0,21.0,3.0
UAE,1989,T+19,set_6,9.5,10.0,2.625,9.625,21.688,0.6645,0.262,1.026,0.833,22.0,3.0,23.0,2.0,21.0,3.0
UAE,1990,T+20,set_6,9.5,10.0,2.625,9.625,21.688,0.6645,0.262,1.026,0.833,22.0,3.0,23.0,2.0,21.0,3.0
UAE,1991,T+21,set_6,9.5,10.0,3.25,9.625,21.062,0.6099,0.325,1.222,1.433,22.0,3.0,23.0,2.0,21.0,3.0
UAE,1992,T+22,set_6,9.5,10.0,3.625,9.625,20.688,0.5785,0.362,1.176,1.367,22.0,3.0,22.0,3.0,21.0,3.0
UAE,1993,T+23,set_6,9.5,10.0,3.25,9.625,21.062,0.6093,0.325,1.222,1.433,22.0,3.0,22.0,3.0,21.0,3.0
UAE,1994,T+24,set_6,9.5,10.0,3.75,9.625,20.562,0.5682,0.375,1.111,1.167,22.0,3.0,21.0,4.0,20.0,4.0
UAE,1995,T+25,set_6,9.5,10.0,4.25,9.625,20.062,0.5318,0.425,0.909,0.367,22.0,3.0,20.0,5.0,18.0,6.0
UAE,1996,T+26,set_6,9.5,10.0,4.0,9.625,20.312,0.5494,0.4,1.0,0.767,22.0,3.0,20.0,5.0,19.0,5.0
UAE,1997,T+27,set_6,9.5,10.0,3.75,9.625,20.562,0.5691,0.375,0.965,0.633,22.0,3.0,20.0,4.0,19.0,5.0
UAE,1998,T+28,set_6,9.5,10.0,3.5,9.625,20.812,0.5888,0.35,1.078,1.033,22.0,3.0,20.0,4.0,20.0,4.0
UAE,1999,T+29,set_6,9.5,10.0,4.25,9.625,20.062,0.5317,0.425,1.316,1.433,21.0,4.0,20.0,4.0,20.0,4.0
UAE,2000,T+30,set_6,9.5,10.0,4.75,9.625,19.562,0.4976,0.475,1.5,2.233,21.0,4.0,20.0,4.0,20.0,4.0
UAE,2001,T+31,set_6,9.375,10.0,5.625,9.625,18.562,0.4401,0.562,1.594,3.3,21.0,4.0,19.0,5.0,20.0,4.0
UAE,2002,T+32,set_6,8.625,9.625,6.75,9.625,16.312,0.3616,0.701,1.437,5.567,20.0,5.0,18.0,7.0,20.0,4.0
UAE,2003,T+33,set_6,9.0,9.75,5.625,9.625,17.938,0.4265,0.577,1.218,3.367,20.0,5.0,19.0,6.0,20.0,4.0
UAE,2004,T+34,set_6,9.375,10.0,4.25,9.625,19.938,0.5268,0.425,1.167,1.233,21.0,4.0,21.0,4.0,20.0,4.0
UAE,2005,T+35,set_6,9.5,10.0,4.375,9.625,19.938,0.5211,0.438,0.985,0.7,21.0,4.0,20.0,5.0,19.0,5.0
UAE,2006,T+36,set_6,9.625,10.0,4.125,9.75,20.375,0.5461,0.412,0.952,0.6,21.0,4.0,21.0,4.0,19.0,5.0
UAE,2007,T+37,set_6,9.625,10.0,3.75,9.875,20.812,0.5796,0.375,0.965,0.5,21.0,4.0,21.0,4.0,19.0,5.0
UAE,2008,T+38,set_6,9.75,10.0,4.25,9.875,20.438,0.5443,0.425,0.909,0.433,21.0,4.0,21.0,4.0,19.0,6.0
UAE,2009,T+39,set_6,9.625,10.0,5.125,9.875,19.438,0.4795,0.512,0.962,0.433,21.0,4.0,20.0,5.0,18.0,7.0
UAE,2010,T+40,set_6,9.625,10.0,5.125,9.875,19.438,0.4795,0.512,0.962,0.433,21.0,4.0,20.0,5.0,18.0,7.0
UAE,2011,T+41,set_6,9.75,10.0,4.375,9.875,20.312,0.5349,0.438,0.87,0.233,21.0,4.0,21.0,4.0,19.0,6.0
UAE,2012,T+42,set_6,9.75,10.0,4.0,9.875,20.688,0.5632,0.4,1.0,0.833,21.0,4.0,21.0,4.0,20.0,5.0
UAE,2013,T+43,set_6,9.875,10.0,4.75,9.875,20.062,0.5135,0.475,1.212,1.433,21.0,4.0,20.0,5.0,20.0,5.0
UAE,2014,T+44,set_6,9.75,10.0,5.375,9.875,19.312,0.4709,0.538,1.319,2.367,21.0,4.0,19.0,6.0,20.0,5.0
UAE,2015,T+45,set_6,10.0,10.0,4.5,10.0,20.5,0.5381,0.45,1.333,1.333,21.0,4.0,20.0,5.0,21.0,4.0
UAE,2016,T+46,set_6,10.0,10.0,3.375,10.0,21.625,0.6269,0.338,0.98,-0.067,22.0,3.0,21.0,4.0,21.0,4.0
UAE,2017,T+47,set_6,10.0,10.0,3.375,10.0,21.625,0.6269,0.338,0.98,-0.067,22.0,3.0,21.0,4.0,21.0,4.0
UAE,2018,T+48,set_6,10.0,10.0,3.625,10.0,21.375,0.6062,0.362,1.019,0.067,22.0,3.0,21.0,4.0,20.0,5.0
UAE,2019,T+49,set_6,10.0,10.0,3.625,10.0,21.375,0.6062,0.362,1.019,0.067,22.0,3.0,21.0,4.0,20.0,5.0
USA,1900,T+0,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1901,T+1,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1902,T+2,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1903,T+3,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1904,T+4,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1905,T+5,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1906,T+6,set_1,5.975,5.85,2.975,5.1,11.4,0.3709,0.509,1.208,0.533,10.5,2.8,11.5,3.0,10.0,2.0
USA,1907,T+7,set_1,5.45,5.45,3.75,4.825,9.562,0.3097,0.688,1.345,1.967,10.1,2.8,9.5,4.0,9.2,2.8
USA,1908,T+8,set_1,5.925,5.825,3.025,4.975,11.212,0.3634,0.519,1.256,0.873,10.5,2.8,11.5,3.0,10.0,2.0
USA,1909,T+9,set_1,5.925,5.825,3.025,4.975,11.212,0.3634,0.519,1.256,0.873,10.5,2.8,11.5,3.0,10.0,2.0
USA,1910,T+10,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1911,T+11,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1912,T+12,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1913,T+13,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1914,T+14,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1915,T+15,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1916,T+16,set_1,6.1,6.1,3.025,5.1,11.725,0.3734,0.496,1.174,0.147,10.5,2.8,12.1,3.0,9.8,2.4
USA,1917,T+17,set_1,6.625,6.7,3.925,5.425,12.112,0.3567,0.586,1.147,0.873,10.9,3.6,13.0,4.0,11.5,4.0
USA,1918,T+18,set_1,7.0,7.15,3.85,5.625,13.112,0.3784,0.538,1.185,0.607,11.9,3.0,14.1,4.0,13.5,4.0
USA,1919,T+19,set_1,6.05,5.925,4.075,5.15,10.475,0.3233,0.688,1.163,1.773,10.3,3.2,10.5,4.0,10.7,4.0
USA,1920,T+20,set_1,5.975,5.9,3.125,5.125,11.312,0.3643,0.53,1.111,0.127,10.3,3.0,11.5,3.0,9.0,3.0
USA,1921,T+21,set_1,5.85,5.55,3.5,4.9,10.35,0.3368,0.631,1.444,2.693,10.3,3.0,11.5,3.0,9.0,3.0
USA,1922,T+22,set_1,6.05,5.925,2.95,5.125,11.588,0.3759,0.498,1.225,0.247,10.7,2.6,11.7,3.0,10.0,2.0
USA,1923,T+23,set_1,6.05,5.925,2.95,5.125,11.588,0.3759,0.498,1.225,0.247,10.7,2.6,11.7,3.0,10.0,2.0
USA,1924,T+24,set_1,6.05,5.925,2.95,5.125,11.588,0.3759,0.498,1.225,0.247,10.7,2.6,11.7,3.0,10.0,2.0
USA,1925,T+25,set_1,6.625,6.65,2.975,5.6,13.1,0.4082,0.447,1.167,0.213,11.5,3.0,14.0,3.0,10.0,2.0
USA,1926,T+26,set_1,6.625,6.65,2.975,5.6,13.1,0.4082,0.447,1.167,0.213,11.5,3.0,14.0,3.0,10.0,2.0
USA,1927,T+27,set_1,6.625,6.65,2.975,5.6,13.1,0.4082,0.447,1.167,0.213,11.5,3.0,14.0,3.0,10.0,2.0
USA,1928,T+28,set_1,6.625,6.65,2.975,5.6,13.1,0.4082,0.447,1.167,0.213,11.5,3.0,14.0,3.0,10.0,2.0
USA,1929,T+29,set_1,5.5,5.275,5.05,4.675,8.062,0.2574,0.957,1.366,3.3,9.2,4.0,8.3,5.2,9.0,3.0
USA,1930,T+30,set_1,4.775,4.45,5.875,4.1,5.4,0.2018,1.32,1.417,4.16,7.7,4.2,5.2,6.4,8.0,3.0
USA,1931,T+31,set_1,4.25,4.325,6.525,3.9,4.0,0.1696,1.509,1.44,4.32,6.4,4.6,3.2,7.4,8.0,3.0
USA,1932,T+32,set_1,3.825,4.025,7.075,3.875,2.713,0.1479,1.758,1.416,4.66,5.8,5.0,1.2,8.4,7.8,3.0
USA,1933,T+33,set_1,4.925,4.725,6.25,4.175,5.488,0.196,1.323,1.42,4.087,6.6,5.0,7.8,7.0,8.0,3.0
USA,1934,T+34,set_1,5.1,5.125,5.55,4.25,6.8,0.2215,1.083,1.366,3.68,8.0,4.0,9.6,6.0,9.0,3.0
USA,1935,T+35,set_1,5.475,5.55,4.825,4.825,8.612,0.2673,0.869,1.312,1.94,8.7,3.8,11.0,5.0,9.0,3.0
USA,1936,T+36,set_1,5.475,5.55,4.825,4.825,8.612,0.2673,0.869,1.312,1.94,8.7,3.8,11.0,5.0,9.0,3.0
USA,1937,T+37,set_1,5.475,5.55,4.825,4.825,8.612,0.2673,0.869,1.312,1.94,8.7,3.8,11.0,5.0,9.0,3.0
USA,1938,T+38,set_1,5.475,5.55,4.825,4.825,8.612,0.2673,0.869,1.312,1.94,8.7,3.8,11.0,5.0,9.0,3.0
USA,1939,T+39,set_1,5.875,5.95,3.95,5.125,10.438,0.3209,0.664,1.076,1.233,9.3,3.2,12.6,4.4,9.9,3.6
USA,1940,T+40,set_1,6.5,6.65,3.6,5.25,12.175,0.3641,0.541,0.942,-0.147,11.5,3.0,13.0,4.0,11.5,4.0
USA,1941,T+41,set_1,7.7,7.625,3.85,6.125,14.538,0.4142,0.505,0.952,-0.473,14.0,3.0,15.5,4.0,14.8,4.6
USA,1942,T+42,set_1,7.7,7.625,3.85,6.125,14.538,0.4142,0.505,0.952,-0.473,14.0,3.0,15.5,4.0,14.8,4.6
USA,1943,T+43,set_1,7.8,7.85,3.45,6.125,15.262,0.4417,0.439,0.918,-1.127,14.0,3.0,15.7,3.8,16.2,3.8
USA,1944,T+44,set_1,7.8,7.85,3.45,6.125,15.262,0.4417,0.439,0.918,-1.127,14.0,3.0,15.7,3.8,16.2,3.8
USA,1945,T+45,set_1,7.55,7.5,3.15,6.025,14.912,0.4484,0.42,1.096,0.127,14.0,3.0,16.5,3.0,14.8,3.2
USA,1946,T+46,set_1,7.075,7.125,3.275,5.875,13.862,0.4186,0.46,1.097,0.153,14.0,3.0,13.6,3.4,12.5,3.4
USA,1947,T+47,set_1,7.075,7.125,3.275,5.875,13.862,0.4186,0.46,1.097,0.153,14.0,3.0,13.6,3.4,12.5,3.4
USA,1948,T+48,set_1,7.075,7.125,3.275,5.875,13.862,0.4186,0.46,1.097,0.153,14.0,3.0,13.6,3.4,12.5,3.4
USA,1949,T+49,set_1,7.075,7.125,3.275,5.875,13.862,0.4186,0.46,1.097,0.153,14.0,3.0,13.6,3.4,12.5,3.4
USA,1950,T+50,set_1,7.4,7.35,3.275,5.875,14.413,0.4315,0.446,0.872,-0.993,14.0,3.0,13.4,3.6,13.3,4.6
USA,1951,T+51,set_1,7.4,7.35,3.275,5.875,14.413,0.4315,0.446,0.872,-0.993,14.0,3.0,13.4,3.6,13.3,4.6
USA,1952,T+52,set_1,7.4,7.35,3.275,5.875,14.413,0.4315,0.446,0.872,-0.993,14.0,3.0,13.4,3.6,13.3,4.6
USA,1953,T+53,set_1,7.4,7.35,3.275,5.875,14.413,0.4315,0.446,0.872,-0.993,14.0,3.0,13.4,3.6,13.3,4.6
USA,1954,T+54,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1955,T+55,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1956,T+56,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1957,T+57,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1958,T+58,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1959,T+59,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1960,T+60,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1961,T+61,set_1,7.25,7.25,3.125,5.875,14.312,0.4342,0.431,0.938,-1.153,14.0,3.0,13.8,3.2,13.1,3.6
USA,1962,T+62,set_1,7.35,7.35,3.375,5.875,14.262,0.4241,0.459,0.833,-1.447,14.0,3.0,13.0,4.0,13.1,5.0
USA,1963,T+63,set_1,7.225,7.3,3.725,5.875,13.738,0.3997,0.51,0.842,-1.54,14.0,3.0,12.6,4.4,12.5,4.6
USA,1964,T+64,set_1,7.225,7.3,3.725,5.875,13.738,0.3997,0.51,0.842,-1.54,14.0,3.0,12.6,4.4,12.5,4.6
USA,1965,T+65,set_1,7.225,7.3,3.725,5.875,13.738,0.3997,0.51,0.842,-1.54,14.0,3.0,12.6,4.4,12.5,4.6
USA,1966,T+66,set_1,7.225,7.3,3.725,5.875,13.738,0.3997,0.51,0.842,-1.54,14.0,3.0,12.6,4.4,12.5,4.6
USA,1967,T+67,set_1,6.725,7.1,4.675,5.625,11.962,0.331,0.658,0.827,-1.5,13.6,3.4,8.3,6.2,11.9,5.6
USA,1968,T+68,set_1,6.025,6.3,5.55,5.175,9.362,0.2666,0.881,0.8,-2.727,10.6,4.0,4.6,7.6,11.7,5.8
USA,1969,T+69,set_1,6.275,6.425,5.0,5.075,10.238,0.2908,0.778,0.84,-1.593,10.6,4.0,7.9,6.2,12.1,5.2
USA,1970,T+70,set_1,6.275,6.425,5.0,5.075,10.238,0.2908,0.778,0.84,-1.593,10.6,4.0,7.9,6.2,12.1,5.2
USA,1971,T+71,set_1,6.275,6.425,5.0,5.075,10.238,0.2908,0.778,0.84,-1.593,10.6,4.0,7.9,6.2,12.1,5.2
USA,1972,T+72,set_1,6.275,6.425,5.0,5.075,10.238,0.2908,0.778,0.84,-1.593,10.6,4.0,7.9,6.2,12.1,5.2
USA,1973,T+73,set_1,5.7,5.825,5.65,4.85,8.3,0.2465,0.97,0.949,0.053,10.5,4.0,3.6,7.8,11.5,5.0
USA,1974,T+74,set_1,5.275,5.475,6.175,4.875,7.012,0.2197,1.128,0.955,-0.14,9.3,4.8,1.0,9.0,10.7,5.0
USA,1975,T+75,set_1,5.85,5.875,4.95,5.0,9.275,0.2776,0.843,1.061,0.28,9.7,4.4,8.7,5.4,10.3,4.2
